alpha,days,r_s,r_dth,p_dth,r_dthdecay,k1,k2,jump,t_jump,std_normal,k3,country,domain,last_15_days_mape
0.5241149217448587,2.0,1.0,0.005722479212967979,0.2698703715056617,3.200718650288823,0.1999999993963325,0.6189254597566707,7.753158353922554,204.26166978269896,1.4012362647239303,0.2974340966221013,United States,Montana,2.765163729866692
0.42171877770595095,1.0787295388611255,0.0,0.26905209661309415,0.30715015631220244,0.8840355336235665,0.004149020488096234,1.8431534211066118,4.981331664890643,121.68668689185779,1.2343712995588056,0.48152149059676425,United States,Nevada,0.6822490985038825
1.0,2.0,0.40061401668938024,0.007901711205000606,0.05868423005375254,4.4999365029005745,7.125597216484841e-06,0.2186499938805477,2.753456616345021,163.31602201019757,0.3031934478391851,0.13403756714457457,Estonia,,6.208302481796725
0.5194525024278297,1.3182748727095657,0.0,0.1855587698800636,0.09348997862578914,4.004093243922945,0.0018427152893853243,1.4077435821396775,2.172593065909423,150.83614409363696,1.0207988591837251,0.027369918783659696,United States,South Carolina,16.092474359223885
0.3635938473331225,1.1598143799546599,0.06320612413767163,0.25172741939433074,0.2585837189255695,1.0513022792712414,0.2,0.8135422515399484,8.22,59.78334601756706,0.17966694897040725,0.3469489485001668,United States,Iowa,3.6862029541986723
0.3014539983070663,0.8231245084893999,0.0,0.2849480753929324,0.2774692616752606,2.731866763575012,0.2,0.343900541628367,1.3800595260176358,23.685888767813363,0.20920124240238636,1.0,Marshall Islands,,4.186792119660594
0.40083190216610587,0.2734163823484197,0.048264146394753335,0.16967155604046216,0.1269152035434222,3.8441838845580296,1.8260056362259425e-06,1.4964025082212442,1.365697551082821,117.39151055408712,1.5393645666326847,0.33177938835867504,United States,Nebraska,0.2686708597603351
0.4328534890494332,0.015302430377478249,0.005840066125238296,0.08292289844678229,0.13973085173288569,2.562736033220891,0.07505875381284158,288.99092153381616,8.179936672054971,0.9284274289444463,0.7493939221166337,4.620918344910105e-05,United States,Alaska,1.6267771768299812
0.9999333696785793,2.0,0.7512461578193013,0.002228856728851758,0.10265258991488514,3.207360917324502,0.0001657025991509607,0.2837187378490636,2.7823045412142187,55.51696295963843,0.8461618175591719,0.05144295437970088,Sweden,,6.9793645127596715
0.3890481375857555,0.2700790998797971,0.0879487152420081,0.17381049736346124,0.0771355863863132,3.8454339692697177,0.2,0.43634745653259643,2.5055893152111786,167.36615935702304,0.9293445413901154,1.0,Kenya,,1.6784390494495482
0.7617910275299169,1.7501843128687575,1.0,0.06412391395552448,0.14734039869733923,1.1655892630649454,0.17187889539065315,6.792073110845687,6.163755939504795,51.91632141605748,1.0284011742749972,0.034437038295967407,French Polynesia,,1.0724848998268817
0.46691514841805304,0.2794162135071903,0.10703477327279026,0.4387172252172436,0.04470981448126572,4.407709759323952,0.19999983182687228,1.7828841834809563,5.982786269946017,115.39328279328049,1.7327763013695403,0.6062781422269736,United States,Georgia,0.7773267128078729
0.4135238860163675,1.7905576424820728,0.5414493667179417,0.029558216336747784,0.09589637842100773,3.9119579452481466,0.029738410483801894,91.21249020401545,3.7353364540912244,41.59381317576356,0.3348579967384784,0.003084312698730221,Luxembourg,,3.0607203507902003
0.5950268663829468,1.999999858580734,0.31320187473211625,0.05895507963871671,0.14480411696275294,0.13491725974386823,0.03403954217376661,5.440274491661209,8.107794192902102,2.6866711208093,0.47953305662572143,0.046103384775358025,Moldova,,1.4711450155882706
0.48181478213425877,1.9425054291304258,1.0,0.0033574033927796787,0.19184079741229343,3.114465671988751,0.2,3.2295651294001506,6.282587254767136,50.30381939218265,1.9005324833817547,0.008363634633534615,Guam,,2.041218502745961
0.4879516433313836,1.8509026508056574,0.0,0.2131631051676869,0.03790273526301089,3.7049017466529586,0.022704756728517204,3.0436504460702154,5.859308953854555,137.91398359392844,0.9383079154506233,0.05273323273004531,United States,Arkansas,7.865553981377514
0.4634735848304345,1.5489691207879592,0.3612843532547086,0.006239174589938834,0.010641890531889311,0.4793560836409877,0.13557883117888866,0.3059629603924336,1.8252279745266557,74.93825902463176,2.0,0.979353894143272,United States,Wisconsin,0.2725519847361404
0.27782472152021265,0.00011211044830677776,0.016124420777180792,0.012045532965764272,0.32,4.499870504492522,0.2,2.3993027922665586,8.22,31.617697310790586,2.0,1.0,Kiribati,,9.019478075984406
0.3330587188425634,1.914490285006369,0.029789100443036065,0.011413566980991163,7.386029047529163e-05,3.8889796497172155,0.2,0.7715644631500999,2.37397933601818,77.26178672281398,0.10426499074306506,1.0,United States,Michigan,4.714867881248866
0.467747433291804,0.4930008285784727,0.09269054253450634,0.01712003070006385,0.2633817400929934,3.294731816108309,0.15183458844328074,1.350694129336463,1.6576487348709532,70.57045375250708,2.0,0.0959700464322412,United States,Wyoming,0.9259120639050501
0.9998621459885052,0.7565502392549435,0.7341262790960079,0.0007267800242687361,0.3130065095860621,4.499627440071684,0.0863002914919515,61.61748722096262,1.2572045618977699,44.130495676676,0.6254181155806431,0.004168031655879687,Spain,,2.6191868037254475
0.8912252882509218,0.22649579928759248,0.4319768999427501,0.4047948150693695,0.020928023236695452,4.440349503635167,1.2205819850419678e-05,0.3334134761036913,7.463362038255691,90.56025208100931,1.98914890609235,0.21479007031419375,United States,New York,2.065791705253097
0.7419757125623456,0.23372831960660836,0.6860756653186961,0.16074203578080534,0.033468265690817414,4.254935071419385,0.08576475083006223,59.19488057274477,8.126359302603666,45.684774645533096,0.3485719242358316,0.007027616306123038,Denmark,,0.8109790170951934
