country,domain,delphi_train_mae,delphi_overall_mae,delphi_last15_mae,resnet-loss=mae-no_time-lr=1e-5_InSample_mae,resnet-loss=mae-no_time-lr=1e-5_OutSample_mae,resnet-loss=mae-no_time-lr=1e-5_InSample_mape,resnet-loss=mae-no_time-lr=1e-5_OutSample_mape
Papua New Guinea,,7.178045642385601,7.090794876229883,9.008733715740012,211.8735198974609,147.57745361328125,0.3739109635353088,0.216413527727127
Palau,,255.53220630005552,300.2289469247468,409.8415991829533,244.34585571289065,482.4969482421875,0.1613380461931228,0.1405068784952163
Afghanistan,,58.35335868081842,1293.3839111323246,5533.699418167362,156.5855712890625,4890.38818359375,0.1432698965072631,0.6398912668228149
Niue,,86.75786252909177,144.96862875689922,267.8374871169266,157.3386993408203,313.7455444335937,0.4166514575481415,0.7941058874130249
Serbia,,185.71968640907767,506.73765715573165,1331.875942518103,514.4973754882812,1477.17041015625,0.1496138572692871,0.1235665902495384
Pakistan,,184.2685374140516,4649.743780755484,18800.560057924948,723.9005126953125,9997.857421875,0.1175999045372009,0.3326404094696045
Slovenia,,69.20469762088625,61.16694122031806,40.24687416161216,433.6999206542969,135.6829833984375,0.3516522049903869,0.0856455564498901
Portugal,,854.4026432183426,1003.5573520014322,1780.880901415739,1880.953857421875,1995.7496337890625,0.2398953735828399,0.0715925395488739
Peru,,461.2917719684952,3965.8437977190574,16799.36207685938,653.8073120117188,23348.955078125,0.204725295305252,0.3831468820571899
Romania,,54.83738868348246,419.9383113647147,1563.738635947298,751.2451171875,1404.5032958984375,0.2138067632913589,0.0979143679141998
Puerto Rico,,12.071378788921916,12.775319912417508,19.29970117344624,61.625919342041016,64.90289306640625,0.0855434387922287,0.0497730448842048
Luxembourg,,229.3507755321429,195.01996841630512,113.5454429908369,1643.2564697265625,1511.382568359375,0.4206727147102356,0.3320913314819336
Oman,,45.88846258502623,1256.3313156043837,5145.056107110529,160.58177185058594,3923.60888671875,0.2025936841964721,1.005604267120361
Saudi Arabia,,282.2978179767912,10303.852625759571,43476.42596118296,565.7054443359375,5436.1357421875,0.1310931146144867,0.126675009727478
Spain,,7023.452026883267,9274.972736624495,17806.84480387753,8080.4453125,21763.08984375,0.2948424816131592,0.1119569763541221
Trinidad and Tobago,,1.4517937924475728,1.3303556228141982,0.8808997610088757,455.5147705078125,535.8009033203125,0.7730190753936768,0.8209234476089478
Seychelles,,1.6448841589809065,2.3233130125191432,4.034127280361399,429.27587890625,495.2237854003906,0.7540596723556519,0.7839003801345825
Slovakia,,190.4866221386328,168.63043772844557,135.4855260982128,94.91533660888672,162.7848663330078,0.1684836149215698,0.0992240235209465
Sweden,,426.10576407610506,2379.4260797616057,8186.7969870661955,651.6012573242188,2077.32861328125,0.105988048017025,0.0925033763051033
Sri Lanka,,32.4018831814354,128.51620837014352,465.2389777133184,233.26914978027344,320.01055908203125,0.4386382102966308,0.3513347506523132
Tunisia,,22.63761196424169,32.7141263315159,69.07224983701751,31.0908317565918,11.874873161315918,0.061155691742897,0.011330060660839
Saint Kitts and Nevis,,10.154651669028503,19.81485363847645,54.25855702831548,215.5846710205078,114.33702850341795,0.3524344563484192,0.1571834683418274
Norway,,903.6126924684504,920.456231766952,1064.063082961119,604.1923217773438,457.8853759765625,0.1478049010038375,0.05575443059206
Samoa,,270.9806083008914,1345.3275268932778,4546.759244389586,287.14801025390625,430.5093994140625,0.0759910643100738,0.0357898212969303
South Africa,,138.4313257880423,372.6388169403341,1131.293118671491,264.5662841796875,6560.2744140625,0.1739916652441024,0.7759854793548584
Rwanda,,3.492534533052233,34.63856184176624,131.69631767883646,347.0034484863281,233.77410888671875,0.6232861280441284,0.3723168075084686
Suriname,,17.667989107819693,76.62401351572544,292.34475618271364,131.0520782470703,970.7349243164062,0.2545201182365417,0.9624553322792052
Lithuania,,62.97147896289904,82.13898967226868,144.95465330947354,73.33541107177734,69.23140716552734,0.0903473123908042,0.0469024553894996
Turks and Caicos Islands,,11.09590825238097,10.992837129462922,14.984772420103566,187.67593383789065,31.536062240600582,0.3606591522693634,0.0487685054540634
United States Virgin Islands,,12.310961014095152,315.6290549406648,1315.6635677902186,224.2870635986328,371.4933166503906,0.3920712769031524,0.5190929770469666
Nepal,,146.0355067112606,1884.1309451923653,8228.39539336853,298.7725830078125,870.2418823242188,0.2420539855957031,0.0606598444283008
Saint Pierre and Miquelon,,35.6874702711283,39.16809097683514,72.64259018815314,155.2243194580078,63.4061393737793,0.2799540758132934,0.0648001879453659
Tonga,,99.9654765084293,304.689284087052,700.7635684610646,276.5092468261719,443.7602233886719,0.2795662879943847,0.0543958470225334
Iraq,,25.41829098834573,344.1268938927309,1438.4611252660943,124.67430114746094,955.308349609375,0.1875851452350616,0.4796558022499084
Uganda,,16.015211406698544,33.95384598701126,80.56211288873216,112.67129516601562,185.25634765625,0.207082912325859,0.2190434634685516
Switzerland,,511.5536050773685,670.7870431709313,1167.1584505354826,2444.74365234375,4283.2138671875,0.1420548260211944,0.1267818510532379
Sao Tome and Principe,,22.97889475347763,97.65114171863182,338.57707089800624,473.7878723144531,276.80908203125,0.5493747591972351,0.2795116305351257
Tajikistan,,177.2534602473602,143.4645815034381,115.86650514983394,225.84307861328125,400.1547546386719,0.0793949142098426,0.0713716819882392
Tuvalu,,413.1659309403824,410.4663591878066,403.8188298315994,472.3955993652344,543.5771484375,0.2835807800292969,0.2431657016277313
United States,Florida,127.99574250638182,750.980142209851,2857.709450434474,3958.82958984375,4029.71484375,0.1452135294675827,0.0943526029586792
Sudan,,105.2989927041721,345.9415267072383,1207.509748735017,226.69444274902344,1425.1630859375,0.1763838082551956,0.2198490649461746
United States,Washington,124.77018679882669,1104.8323313757332,4122.413260049809,989.628173828125,1569.0653076171875,0.1570665538311004,0.0958190709352493
United Kingdom,,1237.1106168385784,12403.282035060063,46260.0238091904,4495.35009765625,17342.974609375,0.1457855552434921,0.1065515279769897
Lebanon,,40.93540940221514,18570.97043897669,87528.10179267764,81.98780822753906,195.4664001464844,0.167133942246437,0.2827706933021545
United States,Texas,279.0171787453811,3329.327798771565,12626.154833262031,2347.19970703125,10518.4794921875,0.1361554563045501,0.3002854585647583
United States,Hawaii,11.98182102939734,10.853990418945774,5.726063248647112,78.3906021118164,17.452035903930664,0.1604975908994674,0.0268026199191808
Qatar,,95.60002191615774,3065.4239930817616,13178.16319653938,470.9649353027344,8129.21484375,0.314516931772232,0.5600156188011169
United States,Arizona,82.5846286128968,2469.225357018668,10980.44932438709,579.6934814453125,4293.0322265625,0.1427367776632309,0.43091881275177
Thailand,,128.0099511192089,162.33276433523062,238.29822308507573,172.65261840820312,156.50135803222656,0.1067655831575393,0.0494604483246803
United States,California,398.4398789379656,1277.739099446197,3456.827502665316,1991.4246826171875,9857.501953125,0.1895364075899124,0.1867503672838211
Australia,Northern Territory,0.6676364958937547,1.6466194092115245,5.144098274805763,447.3146362304688,521.6571044921875,0.7842222452163696,0.8256469368934631
United States,Rhode Island,105.33760942566389,18760.56965128079,86470.89990745271,562.37890625,753.73779296875,0.1887562572956085,0.0571147724986076
United States,Utah,42.95644906717188,387.5320172945648,1561.8664322326104,287.57281494140625,1482.7515869140625,0.1178359910845756,0.2529684007167816
