economy,time,EN.POP.DNST,GE.EST,IS.AIR.DPRT,NE.DAB.TOTL.CD,NY.GDP.MKTP.CD,NY.GDP.PCAP.CD,NY.GNP.PCAP.KD,SH.MED.PHYS.ZS,SH.UHC.NOPR.ZS,SH.XPD.CHEX.PC.CD,SH.XPD.EHEX.PC.CD,SH.XPD.GHED.PC.CD
AFG,YR2005,37.4272741210923,-1.2288156747818,,,6203256538.70967,254.115276010485,,,,25.10707283,3.94446315,1.33553256
AFG,YR2006,39.0091593456296,-1.47365152835846,,,6971758282.29351,274.01539233406,,0.166,,28.91982269,5.34683718,1.35533866
AFG,YR2007,39.7149793784401,-1.44011056423187,,,9747886187.39393,376.318299640418,,0.182,1.79,32.71720505,5.29254642,1.84962338
AFG,YR2008,40.5182205663646,-1.52779507637024,,,10109297047.5432,382.533807216693,,0.183,,39.96989822,7.38468441,2.44655618
AFG,YR2009,41.9871931680542,-1.50775218009949,,,12416152732.0567,453.387385142577,,0.22,,43.26076889,9.43231416,2.34359473
AFG,YR2010,43.2204467749107,-1.47831559181213,21677.0,,15856668555.8336,562.499221552971,,0.245,,46.57987976,7.23326138,2.55007354
AFG,YR2011,44.8448507428361,-1.47410047054291,25021.0,,17805098206.3141,608.738850364613,,0.259,,52.36304855,11.06881849,2.93559049
AFG,YR2012,46.7112506324456,-1.37553513050079,17775.0,,19907329777.5872,653.417474910283,,0.247,,52.61354065,11.13928444,2.28442458
AFG,YR2013,48.3590282569032,-1.39949083328247,21696.0,,20146416757.5987,638.73318101404,,0.291,3.08,56.30554199,12.90375268,2.83484999
AFG,YR2014,50.160541526762,-1.35930466651917,25920.0,,20497128555.6972,626.512929086139,,0.304,,60.18957901,13.2319696,2.98555852
AFG,YR2015,51.7509145546816,-1.39618384838104,23532.0,,19134221644.7325,566.881129708434,570.296413973127,0.291,,60.05854034,9.87690542,3.10637149
AFG,YR2016,53.1042837649295,-1.29025280475616,22770.0,,18116572395.0772,523.053011984748,,0.284,3.35,61.48645782,11.65034378,3.12218743
AFG,YR2017,54.6485411587937,-1.38897216320038,24207.0,,18753456497.8159,526.140801025756,,0.245,,66.90921783,12.99386113,3.40957279
AFG,YR2018,56.2482314520951,-1.50134539604187,10454.0,,18053222687.4126,492.090630986151,,0.304,,71.33430481,14.07743833,2.77333833
AFG,YR2019,57.9082516903546,-1.51861417293549,7334.0,,18799444490.1128,497.741431256813,,0.214,,74.23410797,14.72079872,2.48787785
AFG,YR2020,59.7522806371985,-1.60950922966003,4635.714,25127022496.9536,19955929052.1496,512.055098005672,,0.254,6.5,80.28805542,12.95210116,6.1311352
AFG,YR2021,61.4805544056544,-1.66956210136414,2865.737,17510802280.5017,14266499429.8746,355.777826392648,,,,81.31976318,15.73376848,2.6857651
AGO,YR1985,7.99761049169808,,13100.0,,,,,,,,,
AGO,YR1986,8.28793935991016,,11100.0,,,,,,,,,
AGO,YR1987,8.57789123285474,,11100.0,,,,,,,,,
AGO,YR1988,8.87162990294377,,11000.0,,,,,,,,,
AGO,YR1989,9.17582257158899,,6800.0,,,,,,,,,
AGO,YR1990,9.48795861073233,,6900.0,,,,,0.042,,,,
AGO,YR1991,9.80884815914013,,7000.0,,,,,,,,,
AGO,YR1992,10.1327560760407,,6900.0,,,,,,,,,
AGO,YR1993,10.4582257158899,,5600.0,,5880000000.0,450.980076344484,,,,,,
AGO,YR1994,10.7981318681319,,7600.0,,4432026143.79085,329.224181981965,,,,,,
AGO,YR1995,11.1592628539344,,7300.0,,5538657322.02139,398.113614094094,,,,,,
AGO,YR1996,11.5371380444373,-0.859939992427826,7700.0,,6535458385.48185,454.376649770871,,,,,,
AGO,YR1997,11.928407796583,,7300.0,,7675423799.36293,516.128602285455,,0.059,,,,
AGO,YR1998,12.3260319242801,-1.05510711669922,7400.0,,6506387246.89039,423.40371118599,,,,,,
AGO,YR1999,12.7302101548087,,5100.0,,6152923310.44546,387.689437952028,,,,,,
AGO,YR2000,13.1499655089436,-1.07503414154053,4399.0,,9129594970.15301,556.884252978488,,,,13.00008678,0.06677545,7.56729501
AGO,YR2001,13.5891449426486,,4354.0,,8936079117.73136,527.46411051877,,,,28.92523384,0.41380439,13.20172034
AGO,YR2002,14.0500032084704,-1.13215708732605,4343.0,13930004973.3281,15285592370.374,872.657631363509,1875.42554522559,,,29.05480003,0.37115247,11.41983361
AGO,YR2003,14.537853533328,-1.12422430515289,4633.0,16968124448.3626,17812704586.4397,982.805587449171,1884.84470010026,,,34.8696785,0.36237507,14.4039654
AGO,YR2004,15.0566495548247,-1.32887244224548,4849.0,20447715223.4157,23552057679.4994,1254.696118613,1982.65203783059,0.062,,49.77629852,0.96035795,21.16213143
AGO,YR2005,15.6019563648031,-1.1102192401886,4948.0,27927236823.8779,36970900883.8109,1900.72380923794,2167.86103818294,,,54.21235657,1.64687813,24.30566207
AGO,YR2006,16.172567578407,-1.38104915618896,4965.0,35456418563.8297,52381025141.4268,2597.9635866386,2281.20134756842,,,69.76922607,4.08600685,37.51770133
AGO,YR2007,16.7720253469159,-1.20500719547272,5277.0,47154006948.3092,65266415494.2584,3121.34872503374,2558.36949894636,,,92.84111786,2.50451824,53.74924084
AGO,YR2008,17.3991513595893,-1.06138837337494,3361.0,67656511796.0741,88538665084.8634,4081.71750626182,2612.34598797157,,1.55,135.63153076,3.3756031,87.28489787
AGO,YR2009,18.0538012352611,-0.945070207118988,3236.0,73774413569.8988,70307196181.6539,3123.69888517374,2818.32696203803,0.131,,120.0315094,4.59413915,81.23047577
AGO,YR2010,18.7408237747654,-1.13826775550842,17060.0,67908928845.778,83799474069.7315,3586.66369358621,2781.44573314817,,,96.66415405,3.13814963,60.04417522
AGO,YR2011,19.4586596615064,-1.19323122501373,12282.0,87914376734.9144,111789747670.59,4608.15516572683,2766.61574448644,,,121.91368866,3.48822728,78.94772675
AGO,YR2012,20.2039720863079,-0.988945424556732,13072.0,102339680367.093,128052915766.343,5083.82687346735,2921.13531374713,,,121.79575348,2.64958313,79.4772744
AGO,YR2013,20.9729702414374,-1.24267661571503,14496.0,112908764994.558,132339109040.232,5061.34925297484,2994.06393047871,,,142.88616943,3.66640233,88.63199818
AGO,YR2014,21.7601163070506,-1.05590403079987,13716.0,122292436146.612,135966802586.713,5011.9844274536,3080.07774976495,,,130.74234009,4.14472398,70.80124092
AGO,YR2015,22.5617397930537,-0.928497076034546,13116.0,93554584313.8827,90496420506.5957,3217.33924005417,3053.76267675193,,,107.64356232,2.87443001,50.9856203
AGO,YR2016,23.385534611374,-0.971013605594635,15482.0,51242712209.6939,52761617225.9253,1809.70937719455,2862.96378038047,,,94.1061554,3.42701097,41.53681468
AGO,YR2017,24.2308719018208,-0.951664865016937,13494.0,69451956481.0385,73690154990.7312,2439.37443934002,2726.37455065285,0.212,,112.85147095,3.5150855,52.22614463
AGO,YR2018,25.085050934467,-1.00511503219604,13978.0,67299046940.8339,79450688259.3664,2540.50887884546,2542.00589331764,0.211,5.14,83.89920044,2.85757574,35.776171
AGO,YR2019,25.9513820486083,-1.12856233119965,13647.0,54058296146.1481,70897962732.0277,2191.34776433537,2371.06463156549,,,64.65779114,2.55337369,29.3503822
AGO,YR2020,26.8135766423358,-1.25839388370514,3792.0,43318173869.4464,48501561203.5686,1450.90511139418,2217.87079589561,,,55.05102158,3.04255988,29.06413971
AGO,YR2021,27.6760840619235,-1.12807631492615,3805.0,52521725867.9311,66505129987.7235,1927.47407827687,2162.44423034257,,,64.16342163,3.10773124,37.0907959
ALB,YR1985,108.20299270073,,,2008904440.55944,1897050116.55012,639.865903755552,,1.406,,,,
ALB,YR1986,110.315145985401,,,2182662500.0,2097326250.0,693.873474633887,,,,,,
ALB,YR1987,112.540328467153,,,2158700037.5,2080796250.0,674.793383069492,,,,,,
ALB,YR1988,114.683795620438,,,2186274937.5,2051236250.0,652.774321396566,,,,,,
ALB,YR1989,117.808138686131,,,2399874987.5,2253090000.0,697.995596576519,,,,,,
ALB,YR1990,119.946788321168,,,2276624962.5,2028553750.0,617.230435515505,,1.371,,,,
ALB,YR1991,119.225912408759,,,1371183305.55556,1099559027.77778,336.586994504629,,1.452,,,,
ALB,YR1992,118.505072992701,,,1255885604.23816,652174990.837304,200.852219772323,,1.593,,,,
ALB,YR1993,117.784197080292,,,1803668217.02388,1185315468.46295,367.279225077581,,1.368,,,,
ALB,YR1994,117.063357664234,,600.0,2533691718.51091,1880950864.41311,586.416135130865,,1.285,,,,
ALB,YR1995,116.342481751825,,600.0,3031512870.35788,2392764853.42107,750.604449178826,,1.292,,,,
ALB,YR1996,115.621642335766,-0.68858790397644,1400.0,3892517182.73788,3199640815.4163,1009.97711053398,,1.308,1.57,,,
ALB,YR1997,114.900766423358,,1900.0,2823851124.74438,2258513974.0968,717.380047745673,1496.55855622597,1.323,,,,
ALB,YR1998,114.179927007299,-0.732602536678314,1100.0,3187631847.04948,2545964540.88383,813.789396580449,1648.48343544245,1.338,,,,
ALB,YR1999,113.459051094891,,2700.0,3768699565.53222,3212121650.97755,1033.24253162418,1862.51272250305,,,,,
ALB,YR2000,112.738211678832,-0.917780160903931,3885.0,4288615493.58369,3480355258.04122,1126.68334010717,2018.81437187534,1.359,,65.1501236,1.07863425,30.31430133
ALB,YR2001,111.685145985401,,3974.0,4856508770.70862,3922100793.5403,1281.6598256178,2211.9196757102,1.3,,73.78884125,3.25356862,34.28389438
ALB,YR2002,111.350729927007,-0.624333381652832,3762.0,5506127595.86855,4348068242.19512,1425.12421860142,2303.52288674139,1.17,4.29,78.99478149,2.72142133,36.09959412
ALB,YR2003,110.934890510949,-0.563986718654633,3800.0,7032648019.03016,5611496257.14231,1846.12012081207,2443.65668391192,1.196,,106.29218292,5.2206497,48.01524716
ALB,YR2004,110.472226277372,-0.408371657133102,4104.0,8809287176.66012,7184685781.51876,2373.58129170055,2581.81848752492,1.208,,138.11340332,5.23603583,66.10404517
ALB,YR2005,109.908284671533,-0.696387231349945,4309.0,10052727912.3572,8052077248.14638,2673.78781583529,2728.72135469908,,3.67,152.12762451,5.75259939,71.34986309
ALB,YR2006,109.21704379562,-0.580952644348145,4481.0,11017600749.8702,8896075004.63516,2972.74362094736,2933.92743801577,1.207,,166.81382751,6.88250817,78.11163342
ALB,YR2007,108.394781021898,-0.427722543478012,4930.0,13528845756.3769,10677324852.8822,3595.03829536404,3128.6351419912,1.218,,212.61096191,8.96770648,98.60250017
ALB,YR2008,107.566204379562,-0.367063492536545,5058.0,16649292128.4902,12881352893.6855,4370.53971639449,3316.02210854175,,2.04,240.41625977,4.81604321,100.39543135
ALB,YR2009,106.843759124088,-0.255941480398178,5140.0,15234316493.1039,12044205549.6571,4114.13403283023,3379.48166140087,1.248,,239.44386292,7.1191619,96.93202512
ALB,YR2010,106.314635036496,-0.279453217983246,9412.0,14261666289.53,11926926615.8015,4094.34968570481,3542.56653197557,1.249,,255.31819153,4.78923406,97.37985438
ALB,YR2011,106.02901459854,-0.202177077531815,10373.2109418273,15557495223.8117,12890760315.146,4437.14116097061,3680.23010478746,1.234,,274.77688599,3.73397759,106.56934095
ALB,YR2012,105.854051094891,-0.26892501115799,10309.1791376912,14431484137.6003,12319834195.331,4247.63134315945,3710.05961900647,1.278,2.51,262.2885437,4.9852749,104.58319202
ALB,YR2013,105.660291970803,-0.323875933885574,11196.0,15217424208.5205,12776224496.9718,4413.06338346821,3845.43713037136,1.285,,278.04251099,3.43027658,114.07534899
ALB,YR2014,105.441751824818,-0.0489184409379959,1992.0,15597826697.0042,13228147516.1168,4578.63320812155,3891.59237303106,,,295.12359619,1.49238083,118.95859657
ALB,YR2015,105.135145985401,0.0282399524003267,,13393722631.505,11386853113.0189,3952.80357364813,3999.65265201593,,,255.35635376,1.95767853,106.96727977
ALB,YR2016,104.967189781022,0.0298212617635727,306.0,13931477697.0014,11861199830.8396,4124.05538986272,4155.53625039546,1.219,,277.04321289,1.82667128,118.63031649
ALB,YR2017,104.870693430657,0.0987358614802361,1904.0,15123579396.9254,13019726211.7369,4531.03220675893,4261.24009802355,,1.84,297.4619751,1.63780917,125.45509988
ALB,YR2018,104.612262773723,0.0806501731276512,2935.0,17324472846.4291,15156424015.1977,5287.66080067575,4427.85192847586,2.163,,351.3012085,1.4785833,151.43421778
ALB,YR2019,104.167554744526,-0.0621441006660461,2558.0,17613493374.2378,15401826127.2539,5396.2142432843,4487.51205214084,1.651,,367.75839233,2.44393875,156.9602069
ALB,YR2020,103.571131386861,-0.154880329966545,1274.0,17506965983.433,15162734205.2462,5343.0377039956,4350.095737994,1.883,,396.88024902,2.683289,158.14094236
ALB,YR2021,102.615547445255,-0.0353600680828094,1471.0,20328391386.2056,17930565118.8176,6377.20309553753,4793.00723981031,,,464.74285889,2.52997887,184.4434366
AND,YR1985,93.2106382978723,,,,346742714.675152,7914.87399107836,,,,,,
AND,YR1986,97.031914893617,,,,481996012.869071,10568.9291277069,,,,,,
AND,YR1987,101.351063829787,,,,611299924.540506,12832.9993605648,,,,,,
AND,YR1988,105.646808510638,,,,721425939.15155,14529.0598773825,,,,,,
AND,YR1989,109.870212765957,,,,795489582.04491,15404.8215892041,,,,,,
AND,YR1990,113.976595744681,,,,1028989692.06787,19208.6783786868,,,,,,
AND,YR1991,117.944680851064,,,,1106891361.53948,19967.7339095047,,,,,,
AND,YR1992,121.878723404255,,,,1209992020.29543,21123.0560601824,,,,,,
AND,YR1993,125.863829787234,,,,1007090269.86956,17024.313169747,,,,,,
AND,YR1994,129.865957446809,,,,1017544068.8408,16670.9384281796,,,,,,
AND,YR1995,133.889361702128,,,,1178745282.8678,18731.6501854151,,2.273,,,,
AND,YR1996,136.482978723404,1.41403770446777,,,1224024139.21295,19081.5492417877,,,,,,
AND,YR1997,137.621276595745,,,,1180645571.8643,18253.0777011271,,2.442,,,,
AND,YR1998,138.693617021277,1.40335631370544,,,1211953994.05714,18592.2436421492,,2.485,,,,
AND,YR1999,139.691489361702,,,,1240295103.07939,18891.0989731077,,,,,,
AND,YR2000,140.631914893617,1.38048672676086,,,1432606188.69324,21674.299721519,,2.542,,1287.00280762,,843.29629407
AND,YR2001,144.297872340426,,,,1548265808.05802,22829.0446484521,,2.581,,1336.21142578,,870.83270694
AND,YR2002,150.742553191489,1.36772322654724,,,1764279824.29752,24901.9721421265,,2.867,,1486.171875,,985.48795914
AND,YR2003,157.248936170213,1.34903717041016,,,2366941808.94404,32025.9489485981,,3.302,,1772.71337891,,1135.53915058
AND,YR2004,163.687234042553,1.50376403331757,,,2900245324.49221,37698.3261343274,,3.108,,1990.0748291,,1235.56181218
AND,YR2005,169.842553191489,1.28759801387787,,,3161084091.11674,39599.6804439248,,3.196,,2214.64697266,,1423.15242563
AND,YR2006,170.682978723404,1.53840279579163,,,3459337986.44948,43122.5986518428,,3.042,,2139.27539063,,1282.48086667
AND,YR2007,166.314893617021,1.50177264213562,,,3957625367.21959,50629.7380925646,,3.184,,2489.43115234,,1486.33859998
AND,YR2008,161.81914893617,1.52840650081635,,,4102319399.02343,53938.8521336326,,,,3046.36206055,,1983.78973876
AND,YR2009,157.131914893617,1.53620111942291,,,3688976340.7549,49950.9334988206,,3.6,,3025.30883789,,2050.34165019
