economy,country,time,EN.POP.DNST,EN.POP.SLUM.UR.ZS,GE.EST,IS.AIR.DPRT,NE.DAB.TOTL.CD,NY.GDP.MKTP.CD,NY.GDP.PCAP.CD,NY.GNP.PCAP.KD,SH.MED.PHYS.ZS,SH.UHC.NOPR.ZS,SH.XPD.CHEX.PC.CD,SH.XPD.EHEX.PC.CD,SH.XPD.GHED.PC.CD
ABW,Aruba,YR2017,0.03202213577528564,,0.6753610024723142,0.0002111093628685762,0.00011425806094468165,0.00012012137103481687,0.12176705914931361,,,,,,
ABW,Aruba,YR2018,0.032181009424456536,,0.7034014992582966,0.00022536815660829243,0.00012350142454533447,0.00012725913270613496,0.12836586115877208,,,,,,
ABW,Aruba,YR2019,0.03232682080419266,,0.6981798400957557,,0.0001256797901991055,0.00013190542012821635,0.13245253941640997,,,,,,
ABW,Aruba,YR2020,0.03237026044440577,,0.7159791193364133,,0.00010872343753752743,9.939729907875099e-05,0.09967577888130229,,,,,,
ABW,Aruba,YR2021,0.03235567930643213,,0.7177747046987955,,0.00011820261335025003,0.0001205391385192842,0.12093121866001001,,,,,,
ABW,Aruba,YR2022,,,0.7221117313438535,,0.00012500210246353026,0.0001376896137558073,0.13825680889636394,,,,,,
AFG,Afghanistan,YR1985,0.000873824842426258,,,0.0006337241662096097,,,,,,,,,
AFG,Afghanistan,YR1986,0.0008684779724638615,,,0.0005743125256274588,,,,,0.021251335628635876,,,,
AFG,Afghanistan,YR1987,0.0008579413380802328,,,0.0005941164058215091,,,,,0.02077644544699038,,,,
AFG,Afghanistan,YR1988,0.0008630302497981515,,,0.0005842144657244839,,,,,,,,,
AFG,Afghanistan,YR1989,0.0008873177269154666,,,0.0005149008850453079,,,,,0.014840318176421702,,,,
