,country,domain,first_day_above_hundred,outsample_mape,overall_mape,train_mape,outsample_mae,overall_mae,train_mae
0,Bolivia,,2020-04-01,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
1,Brunei,,2020-03-25,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
2,Curacao,,2020-09-09,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
3,Democratic Republic of Congo,,2020-04-01,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
4,Cote d'Ivoire,,2020-03-25,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
5,Dominica,,2021-01-07,13.534070453743336,10.988193232570847,0.6228359749399958,19.15655480805906,15.511512020564389,0.6709806714789559
6,Ecuador,,2020-03-18,69.27087589935861,58.34221298938069,13.846942570184833,16842.801784659816,13535.047207614105,67.76071535655142
7,Cyprus,,2020-03-24,5.195150816147864,4.799857369942979,3.1904483389659415,45.746955247549366,38.24362227253732,7.694338017131182
8,Congo,,2020-04-15,46.755251042911034,38.15501740033771,3.139780427003485,317.1570144348382,255.57869863141087,4.866984288885264
9,Czechia,,2020-03-13,1328.8395614999392,1070.5248462588404,18.814934205794163,106689.13653418975,85669.75008628466,90.81954838545171
10,Chad,,2020-05-02,29.905304977333614,25.69520420780873,8.554079646171685,246.01877253207175,201.13997966039037,18.419180111401825
11,China,,2020-01-19,38.84710120878537,32.28014148988866,5.543234062952084,28979.74722562257,23286.40101114314,106.3485664769102
12,Comoros,,2020-06-13,9.582313929041321,8.726710799923728,5.243183774230665,28.346534515384548,24.24621986504736,7.552081645817375
13,Costa Rica,,2020-03-22,10.481953249760851,9.101651662649605,3.481852343696671,88.28413166396635,72.47683494545078,8.118555448637368
14,Cook Islands,,2022-03-06,61.848001737140294,50.85194570963707,6.082289026231035,2541.2175096390506,2044.2001078636058,20.629257777868368
15,Chile,,2020-03-17,54.37132540655032,44.206651827532454,2.8219093986740114,16276.750647669092,13070.891033155416,18.462602635445055
16,Canada,New Brunswick,2020-04-06,5.942049840982533,5.158095740872139,1.9662826189941085,8.229622529893486,7.04374330655915,2.2155207544122058
17,Central African Republic,,2020-05-05,64.71659507336236,53.98394026764939,10.286702844389414,2100.9817976799477,1691.3884079039592,23.75817810171964
18,Canada,Yukon,2021-06-13,38.36556513718145,31.47055916066378,3.398034827698963,219.0029454526146,177.00119571662822,5.99407179154113
19,Bulgaria,,2020-03-22,32.8692103662027,32.02677583145096,28.596863797104575,701.5346504281887,576.7987326790524,68.94535327185426
20,Cameroon,,2020-03-31,53.9274481631986,48.16700771410307,24.713785885642686,2336.977160236256,1893.067772159915,85.72240642052545
21,British Virgin Islands,,2021-01-06,6.036645174681254,5.162841765097053,1.6052135975042323,8.953078601569706,7.553820086230522,1.8568389880638472
22,Bermuda,,2020-04-27,10.339938703507018,8.420433743129191,0.6053064044480325,14.71712642065471,11.950361342268815,0.6856749516976686
23,Canada,Quebec,2020-03-17,745.9453830557849,599.6588933466286,4.063899530777617,318759.0859151112,255910.7933579369,28.45937515577112
24,Benin,,2020-05-10,69.4879398474379,56.4542242755552,3.3883823043185415,641.9493989921101,516.1940563300216,4.190161205803912
25,Bhutan,,2020-07-29,23.019262201551825,18.617904660648705,0.6980918155431532,54.523103062159684,43.91787011047495,0.7394216643299509
26,Aruba,,2020-05-06,0.8738216565878173,0.7058957493291612,0.022197412633204412,0.9128792886534567,0.7372956460264865,0.022419386759536458
27,Canada,Ontario,2020-03-10,5028.164645214044,4037.0909849807163,2.0053683164531035,1013532.5374500096,813682.7092648819,8.408796860234528
28,Cuba,,2020-03-29,3058.056965715299,2455.3845554368186,1.6468850172900216,61436.620989985255,49323.32598669003,4.9106161308433025
29,El Salvador,,2020-04-10,67.9621235650528,55.21707897612913,3.326540292654191,1493.1512575672377,1199.808322011754,5.48351296442699
30,Anguilla,,2021-05-12,0.7204843475086302,0.5828011201041557,0.02223369424308136,0.8030728661682562,0.6494991485315497,0.02423472672495868
31,Australia,Northern Territory,2021-02-05,2.191262013572346,1.8410538227230624,0.41520618855097985,2.4220191376824527,2.0283543428307658,0.4255762495060397
32,Austria,,2020-03-10,79.61942368715037,70.28414480590125,32.276223646529836,8580.798952862186,6919.479998985142,155.5385439143208
33,Bahamas,,2020-05-30,25.463635452035188,20.485786618754613,0.21883065468370821,116.62497503476393,93.67258069296066,0.22354658704738842
34,Canada,Saskatchewan,2020-03-27,18.81065336724527,15.514122208838247,2.0925310638953647,108.30469224855572,87.64182081447808,3.5144156900190637
35,Australia,Australian Capital Territory,2020-04-10,0.3793200172856653,0.3577494953519614,0.2699266560504529,0.4067988911231807,0.38137772337984127,0.27787725471053093
36,Canada,Prince Edward Island,2021-01-07,3767.7791870901365,3024.95389742195,0.5937894871869969,5229.328171231443,4198.316539224174,0.6263231945850711
37,Egypt,,2020-03-15,22.81504808006423,19.055356688531578,3.7480417372915285,1447.754335593918,1164.4078661387618,10.78295478562575
