,country,domain,first_day_above_hundred,alpha,days,r_s,r_dth,p_dth,r_dthdecay,k1,k2,jump,t_jump,std_normal,k3
0,Brunei,,2020-03-25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
1,Bolivia,,2020-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2,Aruba,,2020-05-06,0.1,-183.7855294468181,15.0,0.02,0.01,1.609371876168353,0.001,0.001,4.7027452401816845,182.41365275159478,20.16921182538804,0.2
3,Cameroon,,2020-03-31,0.29338001578265704,-69.45257033453397,5.241066565516621,0.056785619641087304,0.019584235625111027,4.308105489457278,4.757306694318332,3.5732657617864763,4.779025373774814,17.552036123882186,3.299868002598452,0.8277566126218572
4,Curacao,,2020-09-09,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
5,Australia,South Australia,2020-03-23,0.1,-200.0,15.0,0.17335589656244416,0.01,2.7587961357787636,4.999972766284851,2.8124211863259343,4.1171034269107825,161.18996215280782,13.910542818203941,0.32148720011622617
6,Canada,New Brunswick,2020-04-06,0.1,-199.9994864681329,14.999546922061812,0.5,0.24988481715834635,4.999329835617158,0.20872428509087282,0.7424686417700721,4.4021915025682405,114.90171555774009,0.965398691489446,0.2
7,Cote d'Ivoire,,2020-03-25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
8,Democratic Republic of Congo,,2020-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
9,Bosnia and Herzegovina,,2020-03-22,1.2107881167438501,-5.367376021751778,2.118410819670733,0.49765654477770266,0.1859943086551172,0.3207061666759119,4.684112529999613,1.077901902218478,4.984591342064254,181.18860467193633,19.253345197192637,0.3768504545108851
10,Cambodia,,2020-03-29,0.1,-199.99788786631908,15.0,0.3924252463894361,0.24982896566890586,0.9010716117595206,0.8418438826401229,0.19077021672124464,4.197096856235049,162.92375443677201,2.738082912240975,0.20001306353180803
11,Comoros,,2020-06-13,1.0943301059180868,-200.0,15.0,0.02,0.01821871465585596,5.0,0.6910801556658326,0.0016553193223759416,5.0,1.1547283409111107,0.8153038784826577,0.6540727937484033
12,Cook Islands,,2022-03-06,0.35385717673814465,77.46750338471891,10.540058732720524,0.2700434574976251,0.12163468009685899,4.975664039729285,4.85523221690842,2.2160040520698616,5.0,32.32166385401858,11.61179610547109,0.31025444818340253
13,Cayman Islands,,2020-05-21,1.4991034640498917,-29.53586890796716,1.000900547441661,0.03493769389519999,0.24928386149773943,0.9708931573953723,0.001,0.07120037057878521,0.0,300.0,0.1,1.9998997063079218
14,Botswana,,2020-06-25,1.4122757366720926,-129.98388826108837,11.773146406486502,0.3673433029032469,0.24725049901281598,0.7526009718144391,1.1860190106326285,1.940234899572339,3.6489620464379287,83.13094558251254,32.80542893967075,0.4003148220599328
15,Canada,Prince Edward Island,2021-01-07,0.42777513814315393,5.62344817955761,14.998974724091113,0.027593790177170768,0.011775136654530219,4.858477150562239,0.2649329020479302,0.0026465810061665697,4.992439069011243,26.269725022872706,1.713838922908272,0.20000017491195654
16,Australia,New South Wales,2020-03-14,0.6857876235246029,8.10504083023032,15.0,0.4948469377134867,0.07075160747647209,1.8111509990249006,4.951320749466586,0.001,1.7764893707819738,110.75241189746674,9.915069953671098,1.0421607934604873
17,Central African Republic,,2020-05-05,1.5,-44.47645071700247,1.0221427580663731,0.23274216591250108,0.25,0.35538705973214924,3.7845514488158734,0.001,5.0,111.8922235430125,38.28484102535963,0.50658550901422
18,Bahamas,,2020-05-30,1.4998491906931328,-7.554427335592979,8.512189014524045,0.5,0.161720303396834,0.4026290038903869,0.056468217765011715,0.04802007073934583,4.7027452401816845,182.41365275159478,20.16921182538804,0.20000580183995556
19,Anguilla,,2021-05-12,0.1,-187.7611093396644,15.0,0.02,0.01,1.7839948534962575,0.001,0.001,4.7027452401816845,182.41365275159478,20.16921182538804,0.2
20,Canada,Nova Scotia,2020-03-28,1.4627082224995058,-49.316508166497606,1.0000005337496825,0.4188193124655236,0.056309669205858975,1.288525790656921,4.999998073053504,0.121232077404875,3.387609903812422,214.14220848389232,74.36764251823493,0.4289919854404144
21,Bahrain,,2020-03-10,0.12786246936478549,-101.52751755728627,2.2301544025010154,0.13861597977442305,0.18008429700473133,1.0143323824780304,4.997731325363784,1.0370930404311207,3.9044696713501867,0.0,42.91809780117327,0.21352538672557592
22,Bangladesh,,2020-04-06,0.8802929527940915,6.883092748359145,15.0,0.3610685015126144,0.16036196932223873,4.462654521119913,1.217052633961209,2.314762502611493,4.999139200427882,167.8131992805031,69.27409139658351,0.6484886900467286
23,British Virgin Islands,,2021-01-06,0.4445067517998559,14.470287115966954,15.0,0.3441685291457013,0.01,-0.1999764489216088,0.001,0.13962444216943096,0.6692602756185337,210.84017286356539,10.344028650434117,0.2
24,Albania,,2020-03-25,1.4999941621843242,-63.59194405005872,1.1242421997234227,0.411882649515033,0.112555276942428,4.727706471660011,1.2412540076241476,0.001,1.5233207774382924,32.434626401478205,5.957846113737943,1.8020090971005494
25,Canada,Yukon,2021-06-13,0.34100589618239296,14.314234013139705,15.0,0.3897092377663952,0.05743641734751452,1.8326036718572942,0.00874513878760125,1.1250594288858806,3.550798198816775,292.60236406269996,18.823082367755752,0.5163331934842111
26,Congo,,2020-04-15,0.3783129480101985,-199.99964541596012,14.999959083387319,0.36440038921241696,0.2498476531662988,3.1436140722024923,0.5159298575960168,0.036293701779247366,5.0,19.592362605342228,2.9211025653537868,1.9833018381926386
27,Bhutan,,2020-07-29,0.8863410353335848,11.142063629919543,15.0,0.41422573765333004,0.02072424935310434,1.698951142987399,0.17539189207340558,0.006138807760849436,3.5376322394453257,196.30556397241037,32.4989585486506,0.20000057084749243
28,Australia,,2020-03-12,0.9119220437819044,9.658077822794887,15.0,0.5,0.25,2.394465431127779,2.017314016808024,0.9634184451887116,0.4657288392077499,289.3154617395715,9.39925396772856,0.9141488810207026
29,Costa Rica,,2020-03-22,0.6310670947933849,-118.31298416569226,2.89372221830853,0.44916417694646327,0.05095616738612289,-0.19966691217882052,3.2300927626996705,0.6418640830010092,1.0751187255340438,141.26409056289793,91.8494143590176,0.6602733141698426
30,Austria,,2020-03-10,1.2344486980482752,13.958364914173302,15.0,0.44036827401847994,0.026682340885859187,-0.18464773328291137,1.2019796524423854,0.8040236401602973,0.6873538923065325,279.5163815501937,30.41987787706399,0.20269855984011326
31,Azerbaijan,,2020-03-28,0.6155593609241822,8.14922443987085,15.0,0.34406478216625125,0.010537152233913999,0.3626346253458046,0.001,0.6285980139377777,0.016393843377235092,24.282836624893594,77.49234666192662,1.7615609672499621
32,Australia,Western Australia,2020-03-22,0.10029982421852267,-199.99792071629935,14.999910890772238,0.33674887769574313,0.25,0.38951234238649735,4.999984139265579,0.5974321426266606,3.970300692875599,122.97492547667134,51.807331511813075,0.6213444937957212
33,Australia,Queensland,2020-03-19,0.1,4.772682510137754,15.0,0.16630834962300006,0.23600853681816597,4.999891096167929,4.902352097710384,0.001,2.1357555962697345,201.17089441814193,13.29297984783573,1.0877170885679914
34,Chile,,2020-03-17,0.9802216794722722,-5.327227516097496,1.0,0.4968724849631315,0.21739242835114886,1.2699894186000593,0.00251481753655805,1.902082286188906,2.890879236351908,3.8605408738849043,0.49391502832998524,0.7953544718715624
35,Bermuda,,2020-04-27,1.4493229051785204,-43.41943815418594,1.0000020814814659,0.31454057332839175,0.24459628469219075,-0.16745473846036024,0.001,0.23706085396040122,2.531384031134493,199.6487523116484,62.720060563334755,0.2
36,Australia,Northern Territory,2021-02-05,0.46190499494738313,-10.709357721146006,2.823151839642693,0.08870719727101467,0.1657504153707864,4.148411438023406,0.06424467023539053,0.002244199098389184,0.6383729686639994,35.83351485808274,29.444266460441845,0.2707729240448704
37,Australia,Victoria,2020-03-18,0.277548018306351,6.8786856111561985,15.0,0.18867932453739658,0.048212503291067646,-0.1324642360056867,4.815215988207882,0.0030037749276331533,3.870089196370486,264.82695437136954,28.227655828952926,1.181015868859883
38,Canada,Quebec,2020-03-17,0.4282429828461805,12.358081547678387,15.0,0.07062449541364015,0.2364697659809455,0.39935704913766584,5.0,1.5553285447766212,1.6418508015278752,119.29178055458245,67.62883733104206,1.8110742876713846
39,Burundi,,2020-06-16,1.5,-119.10317792518651,11.496437204073997,0.07659549598685346,0.25,4.999993276660667,0.001,2.1872701851966334,5.0,73.6332818533691,26.728006292783945,0.2
40,Canada,,2020-03-12,1.2075736933447774,12.068910913295728,4.656986443203155,0.1543351127587653,0.06443798871965356,2.512759919931728,3.407932006311809,1.7799470879590882,4.226657703238507,103.92754259178243,32.477155766803676,0.28900166470469196
41,Croatia,,2020-03-20,0.9268919252455048,1.270914054308704,15.0,0.020572877887019208,0.18103817991483384,4.999873301751112,4.806751586532022,0.49418195583546565,5.0,104.2934919650515,36.380448358303376,1.053115517758209
