,country,domain,first_day_above_hundred,outsample_mape,overall_mape,train_mape,outsample_mae,overall_mae,train_mae
0,Brunei,,2020-03-25,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
1,Bolivia,,2020-04-01,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
2,Aruba,,2020-05-06,1.1462614378574238,0.7058892851994409,0.0296034793318243,1.1979151188103017,0.7372892465400981,0.029899514125142548
3,Cameroon,,2020-03-31,31.048035118117934,26.097467973279137,18.4948112865624,1739.9478383259889,1093.4081666040818,100.50795645972435
4,Curacao,,2020-09-09,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
5,Australia,South Australia,2020-03-23,5.90948835902095,5.095973601740153,3.8466473673446377,25.924564776405457,20.755818772859758,12.818101695985991
6,Canada,New Brunswick,2020-04-06,6.658485178575487,5.2357219000224795,3.0507640079589304,9.527063216668552,7.1577792288068425,3.5192359617335076
7,Cote d'Ivoire,,2020-03-25,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
8,Democratic Republic of Congo,,2020-04-01,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
9,Bosnia and Herzegovina,,2020-03-22,13.622950844136227,9.730287051620907,3.7522676559723807,303.2614505515448,189.8224053380545,15.612443045908643
10,Cambodia,,2020-03-29,0.8410946963556463,0.870344468889469,0.915263762423554,1.0425333011207476,1.0561531350756195,1.0770693086491723
11,Comoros,,2020-06-13,13.605438168444916,9.410705748594703,2.968795246681871,43.65849977460174,28.45546749180067,5.107953628927596
12,Cook Islands,,2022-03-06,23.650140591269082,17.301008419751223,7.550555442063088,1134.7877316699119,706.070290663489,47.682791975053725
13,Cayman Islands,,2020-05-21,23.307208057665875,14.912496607060612,2.020618307916819,46.93200427902244,29.615994595300595,3.0235511524420526
14,Botswana,,2020-06-25,10580.87888092967,6414.000233790766,14.865168541736558,157228.40075358062,95238.21220066478,38.9940658297334
15,Canada,Prince Edward Island,2021-01-07,7.773341339871301,5.205576412783755,1.2622231318993102,10.41713124949626,6.84048219243195,1.3477711405117634
16,Australia,New South Wales,2020-03-14,8.163091365964316,7.081115412155045,5.419509483090802,245.9272175182964,167.2079894580878,46.31774636562454
17,Central African Republic,,2020-05-05,4318.882280846991,2617.727665939973,5.240221618480287,203770.06786173867,123416.74015066096,16.986880077259293
18,Bahamas,,2020-05-30,33.5648834880813,20.425951040455686,0.2483047816020683,154.18344590112233,93.47937752224847,0.255272511835035
19,Anguilla,,2021-05-12,0.94297933824215,0.5827918436075292,0.02964676256150466,1.0513702235093654,0.6494892789335188,0.032314971192040076
20,Canada,Nova Scotia,2020-03-28,158.46174980646865,96.48753385122062,1.3128450628040567,1660.3450767903214,1007.4788940949333,4.862970669872532
21,Bahrain,,2020-03-10,44.74506029569407,31.03913474613561,9.990749080742257,1735.221470139333,1063.4867013148814,31.894020620188407
22,Bangladesh,,2020-04-06,224.11938470021545,136.663990152258,2.3574913821804477,164828.30150416566,99841.06091973415,39.22716507150359
23,British Virgin Islands,,2021-01-06,3.049294731640316,2.758958787756542,2.3130857310778885,4.619747345310443,3.938005443120833,2.891044664758217
24,Albania,,2020-03-25,2511.049094622318,1523.5052583014383,6.9200810943729065,24563.879945419398,14884.701985474656,20.250118416654185
25,Canada,Yukon,2021-06-13,9.914076778286649,8.42433736382132,6.136523263035277,61.89502665531907,42.85601034264706,13.617521005329333
26,Congo,,2020-04-15,19.74002624299539,13.064086511888512,2.811750496260091,157.1967949754547,97.41116716823954,5.5975244643019595
