Country,Domain,0,1,2,3,4,5,6,7,8,9,10,11
Afghanistan,,0.5786440968513489,-146.8225555419922,6.9969964027404785,0.059100981801748276,0.024017561227083206,4.629603385925293,1.5049115419387817,2.6756629943847656,1.723803997039795,24.661602020263672,9.248385429382324,1.4773818254470825
Albania,,0.571988582611084,-195.10592651367188,15.378091812133789,0.0661664605140686,0.015343156643211842,4.693523406982422,1.4632337093353271,2.5103771686553955,3.6709704399108887,25.689668655395508,2.8128249645233154,1.2770119905471802
Algeria,,0.5534608364105225,-116.61101531982422,2.6738007068634033,0.053967732936143875,0.029136138036847115,4.598570823669434,1.5403406620025635,2.715876817703247,0.9119221568107605,25.285316467285156,16.59408187866211,1.5694868564605713
Andorra,,0.3770348131656647,-191.86170959472656,14.924080848693848,0.04483805596828461,0.01152392104268074,4.745119094848633,1.6293781995773315,2.2085821628570557,2.8138418197631836,47.954673767089844,4.236820220947266,1.3114227056503296
Angola,,0.6382660865783691,-195.21311950683594,15.416153907775879,0.09409333765506744,0.02048955298960209,4.585339546203613,1.6061588525772095,2.506605386734009,3.829406499862671,34.38811111450195,4.051301002502441,1.218772292137146
Argentina,,0.5984855890274048,-112.50718688964844,2.177856922149658,0.05674267187714577,0.037177570164203644,4.5615763664245605,1.492375135421753,2.8103508949279785,0.8503323197364807,20.697498321533203,17.571409225463867,1.5937764644622803
Armenia,,0.5213940739631653,-140.37527465820312,5.957264423370361,0.05015286058187485,0.019843053072690964,4.67223596572876,1.4976112842559814,2.63008713722229,1.4302423000335693,25.393798828125,9.58869743347168,1.5081952810287476
Australia,,0.8619378209114075,-193.39767456054688,15.080964088439941,0.09257394075393677,0.035087354481220245,4.597802639007568,1.1581429243087769,2.9841039180755615,4.000106334686279,7.686916351318359,1.9905744791030884,1.3486340045928955
Australia,New South Wales,0.9229414463043213,-197.85939025878906,15.750406265258789,0.11048763990402222,0.035264767706394196,4.585328102111816,1.1264163255691528,2.9938440322875977,4.4690775871276855,6.859480381011963,1.2771940231323242,1.2672538757324219
Australia,Queensland,0.41830456256866455,-143.44058227539062,6.737886428833008,0.0471009761095047,0.015442835167050362,4.683509349822998,1.6898386478424072,2.3935353755950928,1.2604342699050903,45.152435302734375,13.07508659362793,1.4719583988189697
Australia,South Australia,0.2889523208141327,-197.98623657226562,15.797839164733887,0.04111146181821823,0.01044931635260582,4.766151428222656,1.7573422193527222,1.912612795829773,3.405745506286621,75.38182067871094,3.1789815425872803,1.1988937854766846
Australia,Tasmania,0.3025571405887604,-199.80319213867188,15.986028671264648,0.046367429196834564,0.010259635746479034,4.773675918579102,1.6994489431381226,1.8378242254257202,4.446140289306641,71.64640808105469,1.2590700387954712,1.042477011680603
Australia,Victoria,0.5216543078422546,-188.60797119140625,14.177214622497559,0.035893507301807404,0.012445248663425446,4.772264003753662,1.0506011247634888,2.7481768131256104,2.9437437057495117,7.42088508605957,1.3690053224563599,1.488145351409912
Australia,Western Australia,0.3214482069015503,-196.28599548339844,15.571159362792969,0.039864905178546906,0.010666762478649616,4.765770435333252,1.6375993490219116,2.064936876296997,3.140122890472412,54.77264404296875,3.0952765941619873,1.2664517164230347
Austria,,0.8102778196334839,-188.390869140625,14.267132759094238,0.0893632173538208,0.034835174679756165,4.577878475189209,1.2582358121871948,2.912357807159424,3.620189666748047,10.835265159606934,3.020357370376587,1.3659876585006714
Azerbaijan,,0.5186304450035095,-117.87369537353516,2.876430034637451,0.05394606292247772,0.026111731305718422,4.597965240478516,1.6212059259414673,2.629340171813965,0.8927185535430908,32.265525817871094,18.41740608215332,1.5502301454544067
Bahrain,,0.668294370174408,-192.08018493652344,14.93026065826416,0.08784125745296478,0.02300519309937954,4.592437744140625,1.5135518312454224,2.616649627685547,3.6001319885253906,25.802478790283203,4.0920515060424805,1.2789720296859741
Bangladesh,,1.2543189525604248,-100.23368835449219,1.011839747428894,0.16767099499702454,0.2523263394832611,2.212874174118042,1.1519542932510376,3.7950797080993652,0.3820226788520813,2.362788438796997,47.168697357177734,1.802318811416626
Belarus,,0.729504406452179,-109.83708190917969,1.85422945022583,0.06656607985496521,0.06446800380945206,4.4643635749816895,1.3633357286453247,3.024064540863037,0.9325947761535645,12.306617736816406,16.31538963317871,1.621732473373413
Belgium,,0.8384972810745239,-108.03740692138672,1.6528494358062744,0.07607951760292053,0.09715884178876877,4.360945224761963,1.270190954208374,3.1864075660705566,0.9953383207321167,8.208382606506348,15.49937915802002,1.6427112817764282
Belize,,0.5505931377410889,-180.19366455078125,12.807205200195312,0.05118444561958313,0.01608203537762165,4.7139410972595215,1.3647615909576416,2.6303932666778564,2.6339893341064453,18.711650848388672,3.842923402786255,1.42156183719635
Benin,,0.6633752584457397,-195.01060485839844,15.393816947937012,0.10569854080677032,0.023406654596328735,4.52894401550293,1.6473010778427124,2.5146613121032715,3.8588712215423584,36.92464065551758,4.608102798461914,1.2046431303024292
Bhutan,,0.4930444657802582,-199.85122680664062,15.990191459655762,0.10671554505825043,0.012036435306072235,4.664072036743164,1.823590636253357,2.0433220863342285,4.718183994293213,72.81803131103516,1.781389832496643,0.9387058615684509
Bosnia and Herzegovina,,0.4997386634349823,-150.27743530273438,7.506011962890625,0.045213744044303894,0.016688572242856026,4.7098236083984375,1.4309113025665283,2.615607738494873,1.5977834463119507,22.307893753051758,7.032510280609131,1.505190134048462
Botswana,,0.686800479888916,-197.71131896972656,15.750639915466309,0.10702867805957794,0.02127188816666603,4.571467399597168,1.5601122379302979,2.5355443954467773,4.224204063415527,30.0667667388916,2.9433021545410156,1.1679251194000244
