country,domain,first_day_above_hundred,alpha,days,r_s,r_dth,p_dth,r_dthdecay,k1,k2,jump,t_jump,std_normal,k3
Mongolia,,2020-05-16,1.5,-65.10309060949365,1.4275576000459078,0.2035196615549538,0.0582460827923843,3.4853203095296936,1.4662949921822162,0.001,4.823510493344936,96.54384674887888,24.33407872534712,0.2207253104710872
Belarus,,2020-03-31,0.3239815358786594,26.07155566385444,5.511796669295665,0.1693544954720536,0.2441483182791309,0.0016072991060243,5.0,0.5453047895156806,4.963975592923816,89.85423839166918,28.938266769930426,2.0
New Zealand,,2020-03-23,0.1,1.3715268960222824,15.0,0.02,0.0319066233757142,4.999984873587271,4.998657014987719,0.0071366337988206,5.0,35.139488846737414,1.356012056708218,1.9258391760160265
Kyrgyzstan,,2021-06-27,1.2201896235473593,-29.21499470035312,1.0,0.4107262115704529,0.0494156202439322,0.1130771319184208,2.3137024755274744,3.5799220799093088,4.999783305274164,48.24895238079097,1.363078915092535,0.3006602966026265
Nicaragua,,2020-05-21,0.1256721172830309,24.120800687631384,15.0,0.2172199745885128,0.1427505373323278,2.0328119650470646,2.0518778630517263,0.531640250657364,4.999834267411067,93.78311319622432,22.75510434237482,1.3314302334396182
Myanmar,,2020-04-19,1.499973101085483,-22.75418867225656,4.676926096502596,0.0201511843206304,0.0584575678096846,0.4259590826745704,0.0026401541065117,1.4197698745677767,4.996646414435126,155.07803545016486,51.2294197077043,0.2387145841979533
Burundi,,2020-06-16,0.3602008839828584,23.336518558475458,14.840936818630142,0.2076696903432903,0.01,0.0669310075948601,0.001,0.4627692496647387,4.999994134303948,226.92010627504249,80.41063740999859,0.2
Malaysia,,2020-03-10,0.2383354546343523,27.43514288765751,3.9802940888308527,0.2026429450742926,0.2416944599977212,1.9295688654295675,5.0,0.001,4.659487542962616,255.46064044025843,8.560814258886756,2.0
Jordan,,2020-03-23,0.5628462801488646,-1.7343952583742412,3.371609901741559,0.5,0.2479774224881006,4.87136440960552,0.0024297179697109,4.55505164933615,1.049706987080521,192.04168471533356,58.75416096588804,0.249826386196194
Mayotte,,2020-04-01,0.3581629525471921,37.0602935189026,7.184472608013406,0.0200050036924875,0.1121408089057193,3.263610987874584,0.0020619209666345,0.5110576190923729,0.0590476723415045,31.63848833874918,76.89409883781968,0.4285670624141035
Monaco,,2020-08-23,1.4999999894641662,-61.63579273439746,1.7194752459817673,0.2107852872934678,0.1034720163742952,1.4312998914653046,1.9904516091479552,0.0010007621443994,5.0,167.51907991235447,49.690379736220926,0.2109595148352207
Lebanon,,2020-03-17,1.5,-42.65930640052113,4.610739346397338,0.4728779903658763,0.1637713078540325,3.763351656774336,2.5467133187516224,0.0012404933195513,0.6430113822300735,18.73913249001266,0.821368198837581,1.4970715591363797
Netherlands,,2020-03-08,1.5,2.069382936268191,1.961536796742182,0.1221491553578828,0.01,4.868136784754081,3.150118253526645,2.63823423287131,4.728734544750894,184.77027007481823,33.370613196914924,0.3076747281883834
Barbados,,2020-07-13,0.9797849045851404,16.754285391539092,15.0,0.2138960119678198,0.2497388227000331,1.3263959857378878,0.001,0.0030765192410364,5.0,69.01615134601171,13.664982496729156,0.426267280829428
Palau,,2022-01-16,1.5,4.772895433617081,15.0,0.4699353397804835,0.2498685162449171,0.4790960125987331,5.0,1.3353734921943723,1.4059553918069396,120.86689025993996,91.09507790611288,0.2
Syria,,2020-05-26,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Albania,,2020-03-25,0.1410968831098328,-74.4678117026526,5.889683437498055,0.3291066468625651,0.1331073316360667,2.37567751651111,4.981236392882846,0.0019055826160726,4.203849172561553,20.09003738892331,6.194666523384282,0.6015779099737932
Kiribati,,2022-01-26,0.474600735836005,5.888430744014169,15.0,0.1773623193411806,0.1181765431548349,-0.1995509658483541,5.0,0.5161666298271497,4.999923616353302,60.52701715841437,7.822406515999993,2.0
Jersey,,2020-04-03,0.1526939815448989,12.165762836069558,15.0,0.4554300550367152,0.0119890715654899,1.5278277396019204,0.2698790820452224,1.503073308671791,5.0,183.6508091149619,55.82181919222366,0.4012789347481397
Portugal,,2020-03-15,0.8935410709295232,8.913815131294042,4.019769755067525,0.4249717887609753,0.01,4.485973834529245,0.28743636177652,3.776167158375919,0.4409958091678546,118.72830662468576,60.47111425153008,0.2999962348202679
Philippines,,2020-03-15,1.5,-37.56891487695656,1.0,0.02,0.0388214702623343,4.999903001108339,1.8744959775552548,1.520456250479472,3.387436256506706,8.611778616184193,0.4318325376460791,0.6947730406325088
Saint Pierre and Miquelon,,2022-01-05,1.433306467101488,-101.84800306248388,14.130644204645751,0.5,0.25,5.0,0.4158826717374134,0.001,1.2233286975509368,66.94589038000831,98.15462363762028,2.0
Guyana,,2020-05-12,1.4885362680103804,-84.63740379333531,13.645204071513971,0.0203982663526448,0.0104969528251498,4.997562027755684,0.6943223839003974,0.001164047199947,4.961853413914306,114.14035212303888,37.52716356566507,0.4416275898780262
Norway,,2020-03-05,0.7908217213768666,-34.799182591590366,1.0025382860779233,0.0573602256582282,0.2314319650571854,3.453205116576777,5.0,4.10277369923955,0.8181125029589849,11.258294956286075,2.9701625850860216,1.6121181661099662
Mauritania,,2020-05-20,0.313901748973974,31.90939768070115,15.0,0.02,0.25,4.999873750899729,4.961306094966326,1.2236337658156495,0.026696704673529,48.46215484768737,33.41237502176225,0.3499641377594579
Turkey,,2020-03-19,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Czechia,,2020-03-13,0.650432404120618,10.36962017172179,4.386431743044281,0.2291346422077295,0.2499999893897092,1.620177163703764,0.0010740803879596,4.9850240749414185,4.999878161810761,226.4898648106247,69.16896921618066,0.564305590066698
Pakistan,,2020-03-19,0.6764044067018813,-26.090262716951468,14.999867608730888,0.2553838782162999,0.2060104821496705,4.481907200925028,2.142396958564508,2.353101533066569,0.8294784522319775,17.472924826423437,60.88636296641321,1.060776685246903
Niger,,2020-04-02,0.1697149243043308,-200.0,15.0,0.02,0.0224711793099634,5.0,3.1246460076170544,0.633749012341534,5.0,30.18379155115077,4.781104915653563,1.8273979819016428
Tanzania,,2020-04-18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Armenia,,2020-03-19,1.0530876653846255,-172.13361633526964,14.838723222879064,0.040696796155718,0.212210562552472,4.3128198040333325,2.5184120313766063,0.0013196012046441,3.0439531277804925,155.3726800645132,65.45919742226413,1.941005929002653
Montenegro,,2020-08-02,0.7366216395786778,-83.25956781470289,14.081702024452772,0.02,0.0362660499745853,5.0,1.415355910374861,0.6740969080017473,4.938836805249339,123.3659863013606,50.683621584745424,0.6954941258848446
Solomon Islands,,2022-01-21,1.5,-48.02853903585345,1.0,0.0556290233168341,0.2334405446023813,2.30103904124847,4.257043092201433,0.5507718275190725,2.121518552386083,4.245346369983471,0.5258392511175373,0.8086584008653954
Botswana,,2020-06-25,0.3346909053530776,28.40035945601282,1.3018895729154494,0.2865669728929727,0.1339141137626169,4.999886870187047,0.1976652853489814,2.3163029612818007,4.999749099663746,236.92080443760332,60.184791330303554,0.2491417490785027
Niue,,2022-11-22,1.2714202652697004,22.77194429444265,14.999898600243476,0.5,0.0285093547260057,3.366148551149119,0.001,0.001,5.0,34.23729708709038,2.923773284901344,0.2
Papua New Guinea,,2020-08-03,0.6338555257525164,-0.336667314650757,2.306239297253751,0.2641475739220998,0.25,0.9107725708269744,2.4110836122181185,2.065052069299956,2.8905104472507945,203.60841922951036,20.13000034629469,0.2371302770694286
Marshall Islands,,2022-08-10,1.5,100.0,15.0,0.4923431607885277,0.0231321605896943,5.0,5.0,3.385590637155988,5.0,2.8434682053504314,99.99999999145828,0.2
Malawi,,2020-05-26,0.128255548845509,34.97293862428298,4.802128223253142,0.02,0.0500098041470243,4.913445680252312,0.0244002252661931,3.044533861682932,3.382964652621389,56.40884991773354,71.47350309579556,0.2227900374765957
Luxembourg,,2020-03-22,1.4828516997067185,-123.60263506131103,3.3966982964855426,0.2910315816413447,0.249521923799905,0.3167622378621266,4.745739237742395,0.1539948800936593,4.7892669812379305,108.46931412276668,25.13144100710925,0.6120831084192844
Qatar,,2020-03-12,0.3651476500901801,63.62847468446505,9.87889964552031,0.2492934297194903,0.1373339194930392,0.3120948612824845,3.861569153842542,0.0860399712157686,3.1000277492295574,44.8853676803978,0.4488581752084343,0.2019082237953081
Ireland,,2020-03-16,0.3593332181710245,27.142866879277594,15.0,0.2485093973041572,0.1964197005320865,2.0566155859954773,4.406559317401561,4.9959629809145145,5.0,103.94907662679373,30.603116789186245,0.6179610112842008
Namibia,,2020-06-26,0.3867334508410778,7.703641011998355,5.446638971216654,0.1029769078245183,0.2324806485489274,2.834689349552761,4.057939314679187,3.203402250989565,1.303179032040324,72.27827927668534,53.84284213724846,0.2723222560212762
Seychelles,,2020-07-10,1.4104116098638368,-55.89255902236381,1.1647867796237432,0.0718395287209062,0.2355161640490412,1.0327338533249155,0.4705261522814065,0.1328208536393829,5.0,235.05441376375623,67.39379302278793,0.2120387250599199
Panama,,2020-03-20,1.0996016473602563,1.934013237355997,1.9937140870254595,0.2542860997715329,0.03912689800123,4.136880593826096,2.97526834504294,2.937597521466252,0.3074777265023088,35.539962175012185,3.542440682358677,0.4962978227706263
Paraguay,,2020-04-06,0.7822580467523428,26.47260359852745,15.0,0.3095681254522439,0.0644426097529987,1.644904781385434,0.0461728710425103,0.0077708083537481,3.4487672961951965,188.2219280988012,0.4583148758399517,0.2432930277770121
Nepal,,2020-05-07,1.283026354195862,9.832845142206423,2.0719239954102435,0.3791787786154826,0.048093343525511,0.0878193363559966,2.095828630720197,0.034647558583377,4.951394474020336,244.6364148038095,80.07563498541617,0.2001743912452497
Samoa,,2022-03-20,1.4999948672394197,-49.67809980168515,1.0,0.3374684730929222,0.0228020841788908,2.489168636377205,0.0658051027296636,1.8979394863167955,0.2247135585640219,93.3443152063654,100.0,1.9325861930231605
Saint Lucia,,2020-11-05,0.2062171607439986,16.61334981438581,15.0,0.0322751962689765,0.2440663436613607,4.804408430848726,0.8819785769779792,0.3331077888285671,4.9999931830191375,122.10963759882652,29.90251729211364,0.4593386757889682
Ukraine,,2020-03-22,1.3209470216551178,-2.9426636211805315,1.1261037878956428,0.0228790910730144,0.0127957509575961,0.7010016772366542,2.872278262716129,2.722131696772624,0.2025134320930499,17.37130699994349,2.376909542852315,0.2813828090720088
Sierra Leone,,2020-04-29,0.1832913875687858,14.684443726128992,4.597529725071104,0.2402123569050726,0.0325599790776955,1.6208362261177602,4.651204822218402,0.1996420221059936,1.2457075579218957,31.071128123750224,92.58943228354964,0.3270075323856994
Tunisia,,2020-03-25,0.1000953091777628,24.12591851890117,3.594409264518938,0.3737067811504338,0.1674232134719029,0.3261311989811369,1.4588405808336242,0.8087970492387508,0.7566644413056093,73.35953814583354,91.39075095837072,1.6123130809104187
Slovakia,,2020-03-19,0.3514230167586072,15.301002439111771,15.0,0.2002398098882837,0.0285407728862964,0.3630342387905723,0.3030459888879334,0.458472354775359,5.0,23.00744776854567,1.1914413960150043,1.4176227243021435
Trinidad and Tobago,,2020-04-07,1.498152209975332,-153.44397590283393,12.31209636102293,0.5,0.2498689641520219,0.4600184625569347,0.1067684414637722,0.145688905311725,2.4214613016940545,228.31450108007996,3.4415650549310954,0.4758072194514866
Senegal,,2020-03-25,0.949393502074086,-28.91526564361284,2.843329977581241,0.154050702568939,0.25,0.0422351287815432,1.7193939987441254,0.3173668246945665,1.6306081307950084,27.536346903419982,5.32839033843623,0.7961685961554025
Singapore,,2020-03-01,1.499999033834671,3.250709648221435,7.004319121358151,0.0201393569019688,0.0269663764362794,2.12840270973883,0.8383078125688881,0.1512133740600258,4.693769084095146,114.70894869658176,38.53197485546424,0.4354501062457023
Saint Vincent and the Grenadines,,2020-12-21,0.7745429721331201,21.74417857818217,15.0,0.1504642834687505,0.1086414383354929,4.412019646627202,0.0447516113609933,0.0070342721408978,3.563668891299109,126.04544262574252,40.10309180696351,0.6676965643834682
Togo,,2020-04-30,0.1948408037601552,-122.40447208968992,1.0081497128346455,0.1693896743104054,0.0369158516891367,2.878670606041459,4.181460997902486,0.0034129173208223,1.9071762546017883,0.0,25.105325943101757,0.269724848855951
United Kingdom,,2020-03-04,0.5803965066999609,24.694483277615305,3.789395229396892,0.3024409001980913,0.01,-0.0969325622225703,1.9634067807458533,1.1774025545688966,0.4465534123168029,144.06675062526944,87.34865091583322,1.9754532524928452
Eswatini,,2020-05-02,1.444359793066712,-31.211486254185623,13.4587856537534,0.2553746086904975,0.1975034696107443,1.7602511880833855,0.3550913597992879,0.2264370667849282,4.994924392581055,124.18677715327205,42.88566432339627,1.5532462553902244
United States,Texas,2020-03-17,0.3898064497987832,14.069542017261483,15.0,0.0200248428709865,0.1395778543569545,2.1221555123669185,4.94754464892736,4.302218688956111,0.8467799411308696,55.83202405510257,96.238499485554,0.8925261501542626
Gambia,,2020-07-19,0.5101509015471595,17.485910390942816,2.80036779566681,0.02,0.0664641385749121,1.502558642593036,4.999952980995442,0.0021328526730091,4.57642046721412,140.49221967842044,22.914235006373485,0.4076217016608556
Somalia,,2020-04-18,0.2160905912228004,20.84879302775117,15.0,0.1997053600417091,0.1414519795117784,0.4138759808611457,4.983672774494737,2.312497533442067,5.0,67.68228981703611,21.9334790642967,0.3736877763140311
Slovenia,,2020-03-15,0.4219255842138592,11.118543333541224,15.0,0.1660748127514611,0.2177564897565336,4.817479041986962,0.0024794066524427,1.7486888324595304,0.416111142390714,22.943992981774823,8.056671020067824,0.2493250455099356
New Caledonia,,2021-03-18,1.5,-199.9998981536666,15.0,0.4430733340938395,0.0242055135658034,3.6695979920968864,0.001,0.1862981102530211,5.0,21.54312135763941,1.4206771582038211,0.7127461674969029
Morocco,,2020-03-23,0.2630383342590697,24.100217666220964,15.0,0.3113126725882864,0.2401261663405433,1.7314876261543373,0.0165555781506117,1.6984141432827329,4.99999844609892,200.0502954508137,86.78564528208489,1.4195020489237715
Turks and Caicos Islands,,2020-07-31,0.3306753150324025,-152.731564555884,11.431368009847525,0.1991788009358928,0.2248252381348122,4.987898433124681,1.3321846901743188,0.0023566306737446,1.6287227702672364,18.018500016836857,8.655399548495481,1.2048032450520345
Sudan,,2020-04-21,1.1850610500978986,3.7765564075245375,1.523353968401483,0.1435970834824066,0.0469436957739645,0.4033304045879441,2.766508095835539,2.253938471886096,0.0866012806024541,14.348108155241052,1.06225459894669,0.2022479826716287
South Sudan,,2020-05-09,0.5864302726818456,11.38701749959781,15.0,0.2608239560873663,0.2406695869202065,2.2686994177917867,0.0019233188933871,0.7928264630253,0.2919576202009956,89.46055097366,99.21902063067569,0.595331520556177
Suriname,,2020-06-08,0.1952595521500344,81.739591820138,12.887297833069155,0.3570073345584069,0.1925783606207113,0.2273887633173518,4.9531749885257454,0.0306487970962744,3.9653828674368303,45.57254108945197,6.7441691266495525,0.3269945984476898
South Africa,,2020-03-19,0.1428351286570597,-156.058622932949,7.156810223018554,0.2726707970245461,0.25,0.4133247901013298,5.0,1.8828856394477065,4.7125183279643625,27.464965215927265,11.630916639884402,2.0
United States,,2020-03-04,0.9326485181426716,20.95598067546227,2.3151849399366338,0.48867587350839,0.0977438736853087,-0.1919320087810054,4.449977599730296,4.912504893187343,1.7633812370437596,291.52641383906143,29.48824297234058,1.1474631975232894
United States,North Carolina,2020-03-19,0.479686039788098,9.06152873904522,11.88213588963766,0.039173373087905,0.0562430814094614,3.406512604775407,4.999294040023539,3.818668162959302,5.0,211.2223555289534,96.87471095936152,0.4745439387621015
Tonga,,2022-02-13,0.4700020260955072,35.90727098992335,15.0,0.1013452654048533,0.2499839197911845,1.82480897129008,1.956668452843352,0.605449215942936,1.1958594971943175,208.75099239429167,54.654461917400944,0.204074048939587
Peru,,2020-03-18,0.633160048109382,19.338719336386117,15.0,0.02,0.0121429715165251,1.140233574096791,0.027261761148746,1.762791751307062,2.8095219595662284,147.1495517114356,73.83280714420044,0.2016586798557166
Tajikistan,,2020-05-04,1.5,-88.46649627942892,1.0,0.02,0.0587491051962802,3.797789796314062,4.999073099762427,0.5573606088333551,1.9390980579883723,9.731993866728615,1.0121034637406274,1.2055042300607053
United States,New York,2020-03-08,1.5,9.411481784933144,2.94054060244693,0.2214116155259159,0.25,0.991271007146094,4.849580423916735,4.655345607007713,2.8107039449822383e-05,0.1484930190980549,17.224906950575154,1.029281819358897
United States,Georgia,2020-03-16,1.4999554729527078,-3.143424817441093,1.8387371283441871,0.1685773636683499,0.0320211645995371,4.822295719818106,3.016276449867767,2.857988485176294,2.612605095661758,5.323858648692244,0.1072749750917609,0.4123854092184187
United States,Illinois,2020-03-16,0.3997437847955761,16.092821936327702,13.851038237359017,0.1466609348713737,0.0324046290077827,5.0,5.0,2.7652227725793868,4.833915933983747,103.910010612233,42.53922573242733,2.0
Tuvalu,,2022-11-05,1.5,99.99998438695972,15.0,0.2722460751915935,0.0471397088781527,1.4076609933104542,5.0,1.304733102281591,5.0,2.154275203997656,99.99994495325222,0.2
Sweden,,2020-03-07,0.3788698870995627,25.461560610583675,7.282922977745513,0.235677282215843,0.24997614613441,3.092518445191427,0.0352824948504677,4.989983678838446,2.623043108180099,67.67577382367881,20.491149900819163,0.5336135573281248
Serbia,,2020-03-20,0.3615326542489313,23.370205684538337,15.0,0.3211253654741475,0.25,2.7595813575720247,1.0984801213241824,4.758956190727565,5.0,84.14832191790217,23.473575311341783,0.7018765921811247
Switzerland,,2020-03-04,0.8561017015915914,9.855459939392215,15.0,0.2144787605874689,0.0809852227001631,1.0630859379799469,3.7398521679015984,3.662285667292845,0.4190112988474496,10.331816424816113,11.207544012507029,0.4177315060359075
Thailand,,2020-03-15,0.8429295833053794,-44.60298616176338,1.7473830506272432,0.2302231051455094,0.18165695939705,4.014428967513354,4.999300537824592,1.809985462191215,0.8622884012776765,2.484482287967273,4.900970018015714,0.7732381243189469
United States,Nevada,2020-03-20,0.2497862443018593,29.961226242980896,1.0017962437430925,0.2992639620539239,0.0369052188788627,-0.2,4.379709468192052,0.001,4.989985688575362,62.13366513496458,12.98987273793642,1.7359546128679777
Sri Lanka,,2020-03-25,0.7223742872001908,28.208622017403044,15.0,0.3866738214448909,0.01,3.048541612033729,0.0664867836721874,0.0081571299081531,1.1277122542853917,272.2130095656785,25.670061351946394,0.2013565171520764
Malta,,2020-03-22,0.4360530143661292,15.691847137605038,15.0,0.0207331273461797,0.1817935157246083,4.07152826027538,2.129002647174245,0.0023936754026761,4.999962951941368,39.13751995548466,1.0854345529663392,0.2000001396061365
United States,California,2020-03-08,0.5034700310068477,18.4676983644648,15.0,0.0368216415337964,0.1188515014531129,1.212276857933685,4.143263662032805,4.206980341526815,0.8319029943198216,92.04918438397414,86.0490548334455,0.3335315885956871
Venezuela,,2020-03-28,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Vietnam,,2020-03-23,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
United States,New Hampshire,2020-03-23,0.1400711920962944,-138.76471209851158,9.898928507909716,0.1762830910052827,0.2109221847775662,4.986654381740787,4.547198243966689,0.002512188794468,3.632921737795321,43.56774998656933,36.64552795136604,1.2528448051718857
Sao Tome and Principe,,2020-05-04,0.5671258540354888,17.932059347040195,15.0,0.1655290317792516,0.0517639356774837,1.5467571687941322,0.0067994022377248,0.0360175260547905,4.6228405370053895,79.77529272041335,22.45833731855572,1.1726683601915548
United States,Arizona,2020-03-21,0.3111311257801863,7.355309663315171,11.942781175852284,0.4815132051966972,0.2261006532265112,3.4692975832394013,4.997867433518981,0.2071719271921693,3.124980973981548,95.63556216666092,52.30381141369104,1.9963300291772796
United States,Indiana,2020-03-21,1.0155347720863943,-68.44919299511298,1.0,0.0308202711704014,0.2487521734328027,2.125387612601035,5.0,5.0,0.2956393677332296,23.47441120042581,100.0,2.0
Palestine,,2020-03-30,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
United States,Maryland,2020-03-19,1.5,-12.803196462264143,1.0,0.1549886318186879,0.0292520589418476,3.274897263777031,2.5784100955249083,2.754331197744156,0.7634342691744449,7.992329646600942,1.0013097356596024,0.9749953412309084
United States,Kentucky,2020-03-22,1.464213762414092,-22.994525865956422,1.0362965799968558,0.0204554224350047,0.2228176458308784,4.123021262683928,4.723345851318504,0.3665878597661803,4.999706757618473,202.77254382579383,56.927125663911305,1.147757991554313
Poland,,2020-03-15,0.3214615415368367,17.440999278601137,15.0,0.2976821272090093,0.2439935333404041,2.1815749693797843,2.8602818064359283,0.2930481759406733,1.228294719381102,67.48553352960107,52.05417887952657,1.9970197075040896
United States,Hawaii,2020-03-26,0.1,13.440225626848742,3.158105796053486,0.1178697336902056,0.1695257222402424,0.6838106663211786,4.939325254058639,0.6382491425151932,4.999947448523022,39.595488826650126,1.959845589054928,0.603874904253825
United States,Washington,2020-03-07,0.4923122941831584,19.06208884300309,7.119901316531212,0.0942147043098537,0.25,0.6287259777121024,3.864013819146411,4.999990652567421,0.1635478065861678,59.87195751781236,78.23491772158485,0.3530113896212674
Oman,,2020-03-27,0.4881424611411124,16.500983074284484,15.0,0.02,0.0330503245773013,1.063176360724251,2.050755135696356,0.0011256852594361,5.0,171.60060932913348,69.43044425541805,0.4366236652074354
United States,District of Columbia,2020-03-23,1.4079530796449604,3.632148132010553,6.8242175156976055,0.02,0.0352501958870531,1.927132840101406,4.877929595261363,0.0074751489347343,3.1387057888988004,150.4740352934236,52.78699239741108,0.524804510867894
United States,Florida,2020-03-15,1.493948482011877,-40.73069306814783,1.0,0.0200001002074987,0.2098297557447891,2.071883523019161,2.3886891766638736,2.1433469137382914,1.053166909365708,7.612683517271741,2.899706964236354,2.0
United Arab Emirates,,2020-03-18,0.9671418601743212,14.67685694184101,6.085870878321057,0.2163382494469334,0.1688388431356828,1.0987346564966245,3.0408985322319237,0.1067945790817936,1.3677040014847797,97.43633990767692,38.47419174042245,0.2084325983230863
Honduras,,2020-03-30,0.6583205556602353,-1.0350257657504864,5.596094558111021,0.3243290414044537,0.0983978745146821,1.912996500161305,0.4252828932782108,0.3562888001371424,1.170973931347261,76.0583456491266,96.79416587123272,0.2976761800867861
United States,Mississippi,2020-03-21,0.2993027011973931,16.32683918513969,1.556997960627707,0.0900867514281566,0.0665368807928992,-0.0943596685341547,3.8185413170272433,3.013080911587602,1.829565063296552,142.2816632169287,89.73954138704838,0.6431486167276117
Puerto Rico,,2020-03-25,0.1018519509334863,-199.99999844537496,14.999634334651754,0.4924997008314299,0.2179958746475142,0.6039607974034263,3.671519676510105,0.604437220068774,3.345539382656724,32.62615993672195,14.97565304448658,1.2949934736815765
Uruguay,,2020-03-23,0.4048819815016693,-88.85778640193718,4.008394943091691,0.1275301782477944,0.0926167348732325,1.229366882496412,4.489693911869609,2.164988664018389,3.120576747205166,111.41977598907602,50.234347429713466,0.3056923506234755
United States,Delaware,2020-03-24,0.9189289463967364,0.8719513527301602,1.0031389363645775,0.2424241608993768,0.2029849056593952,3.045626481743258,2.9010004731061247,2.8574572324783434,1.5731327472676797,4.830579064685655,0.560222433878414,0.2546020804781059
United States,New Jersey,2020-03-16,1.5,-26.611682711105157,1.0,0.0319493795045263,0.086787068667489,-0.0076215365021911,4.99974534524248,4.999036165623249,2.5566780228480828,7.672117794981188,0.9945594149174668,1.999509195071476
Rwanda,,2020-04-05,0.5014310056934902,19.32689243730417,15.0,0.0327787859064369,0.0252108580793817,2.0681383178360933,0.0725411284758318,0.2082758489949982,4.999966108251443,49.94072845023976,4.313065444874999,0.2044905797194419
Lithuania,,2020-03-25,0.3357322555208256,5.465596246982056,14.96077247994948,0.3159548699055268,0.2195277077368083,-0.0767942196130904,3.851168538033289,0.0011179263718077,4.999994283557204,19.087959126204257,0.6793681958144816,1.1764696054755142
San Marino,,2020-03-17,0.1901518091391378,27.79205744504048,15.0,0.383109603919528,0.01,1.9752039101438248,0.0016684404190808,2.354269318656239,3.91028014208452,116.94721470948728,53.70461881297828,0.2213766957220258
United States,Kansas,2020-03-24,0.2947242005890811,37.37584302067153,13.863093674174651,0.0867003239410349,0.155372430643099,2.069342183971609,0.0011123243312953,3.2972535692623786,4.998258958549175,118.81896697981624,36.69716421145155,0.6820550087932054
United States,Wisconsin,2020-03-18,0.7233432592031084,5.8848956244963135,15.0,0.02,0.2493266253860473,2.6895973563388904,3.290771786218813,1.8084788160088088,5.0,151.64613517287108,59.58064335641205,0.6540335651904393
Romania,,2020-03-14,1.084419683655993,8.970619075759434,5.450299190145721,0.02,0.0972953363120068,5.0,0.0046731571328689,2.4233696395082385,0.1997796055652356,37.22125044088693,100.0,0.2055226150451188
United States,Connecticut,2020-03-19,0.5448182173725893,1.5167805292652308,3.273077330729273,0.1433001577663607,0.0672817748375044,2.48635851184224,4.178765586895273,3.0114126143168862,0.9291871841553796,7.081898884699728,17.04758919615616,1.1447550103455977
United States,South Carolina,2020-03-20,0.4655109347979121,8.963348973370731,15.0,0.0200047978483392,0.2096888696626075,0.2390224696468292,4.701860865299009,0.0019899482799841,1.276501624818248,80.91931917029439,47.21239424041358,1.11279506535873
Saint Kitts and Nevis,,2021-06-10,0.2222253278389288,2.3088537561516533,3.496745249019489,0.02,0.01,0.756893839498991,1.410683330532111,0.0039260508248686,3.826878113916922,20.564590675817637,0.8967263342160606,1.7479625979692104
United States,Oklahoma,2020-03-24,0.3646779026849366,5.630716429649637,14.961357717373364,0.06366477138118,0.2363658840972626,1.021748401840051,4.825551380228363,0.0010371659819126,3.894982556795833,132.76564383674548,61.83011654901798,1.665620890773167
United States,Colorado,2020-03-14,0.6585636529657158,10.249782425770274,15.0,0.02,0.0100022170243836,3.8276803862375055,4.993158721825457,0.0044058152232601,1.973321760614525,104.09540290126068,48.43245213542397,1.027702325086448
Mexico,,2020-03-13,0.1440029516808402,40.15990554706581,4.785933617365591,0.02,0.2367893969808922,2.527239474383579,2.5941669220848245,1.694024045889604,2.8302521961690337,42.67230745143673,72.46745919292596,1.372281138280908
Vanuatu,,2022-03-09,0.8184303347214034,-2.5151087133159886,1.8199149510843784,0.03962957969403,0.0192945799784964,0.0830524532664107,3.111259531751921,2.0475214837809066,1.7593466810110514,1.373126419081335,6.633633856526658,0.2223051164818715
United States,Oregon,2020-03-20,0.1286926046558592,99.93023786903116,10.926128281455798,0.1514587764468129,0.2302960841489054,4.804357356471195,4.370323990297628,0.0010356213502683,1.52535552230922,148.87521986270727,83.0463208413479,1.5768864265383808
United States,Pennsylvania,2020-03-17,1.4951626835063625,-5.6487825555881335,1.6902740657183035,0.0675064371985736,0.1220051573193871,-0.2,3.735918695754356,2.444902808065017,4.245065174224693,8.345483897038589,0.8645293793393932,0.6310384775990647
Uganda,,2020-05-18,0.7723330794897248,7.488504858514711,15.0,0.1792359128427147,0.01,2.765331516970249,0.2410228727302349,0.4777162160981806,5.0,75.65619381239271,19.27977022387524,0.6165219670112284
Zimbabwe,,2020-05-26,1.4997221762806725,-7.191322109155456,3.015474526956324,0.02,0.1318851190435258,1.040619507303404,4.996451412385248,0.0045863968194384,5.0,61.79582476606854,12.082037434711127,0.2
North Macedonia,,2020-03-22,0.5629708446670436,-129.4888948807444,14.999956901591052,0.31966818197434,0.0114313742855778,4.984687606346536,0.8340102678112262,0.3791969698745098,1.0637047749091073,9.45403535976584,11.1870629055647,1.195242211865723
