country,domain,delphi_insample_mae,delphi_outsample_mae,delphi_insample_mape,delphi_outsample_mape,selftune_insample_mae,selftune_outsample_mae,selftune_insample_mape,selftune_outsample_mape,guided_insample_mae,guided_outsample_mae,guided_insample_mape,guided_outsample_mape
Guernsey,,8.732233542889396,10.849005698693611,3.923840007835216,4.305160991545084,314.9605407714844,367.8604736328125,0.5651932954788208,0.5934568047523499,749.0316162109375,839.100341796875,0.7503877878189087,0.7690405249595642
Indonesia,,51.4433208228163,2162.6106826533605,5.139371108139902,11.935666816928638,512.4574584960938,2133.653564453125,0.1294503062963485,0.1422733217477798,498.2541809082031,2422.080810546875,0.137714996933937,0.1690651625394821
Iraq,,24.46239295022886,688.3923941100293,3.331206370687127,21.60515156738044,124.67430114746094,955.308349609375,0.1875851452350616,0.4796558022499084,181.86578369140625,769.1159057617188,0.2292365431785583,0.3503395020961761
Guinea-Bissau,,72.99640447175499,36.00158921130655,10.02772870802344,2.2549718335508504,139.5531005859375,200.38023376464844,0.1575234085321426,0.1392695754766464,429.32568359375,94.89894104003906,0.3229350745677948,0.0588954016566276
Eritrea,,13.93171475583243,17.716968065481684,6.95670709443208,6.087137797261692,371.50048828125,375.8079223632813,0.6236041784286499,0.5648506283760071,849.0364379882812,894.3423461914062,0.7841997742652893,0.7554455995559692
Equatorial Guinea,,17.396062090347414,364.21185864178216,2.979831844982167,12.786969824203627,154.17166137695312,646.18701171875,0.2033199816942215,0.3044867813587188,201.613037109375,326.3705444335937,0.2404154390096664,0.130263090133667
Azerbaijan,,23.519023153202447,23022.61786349455,3.194467883469033,421.5297379522274,146.70843505859375,1801.16650390625,0.1383174806833267,0.7520321607589722,204.9542694091797,1356.6212158203125,0.168943166732788,0.4715369641780853
Angola,,13.192136946278014,200.17920158920583,4.665400839672302,11.464465084009912,249.87632751464844,741.6513061523438,0.4253899753093719,0.9760699272155762,316.4154968261719,388.7962951660156,0.4669741988182068,0.3323553502559662
Kuwait,,151.69732921641622,851.3853236572322,35.942229589233584,6.239478293276896,221.9616241455078,4112.54443359375,0.3181638121604919,0.5564618706703186,223.24636840820312,6173.69091796875,0.3168257474899292,1.377436637878418
Fiji,,23.05850633895529,302.48053701414096,10.684829758379207,7.119753715668409,298.42596435546875,2259.677734375,0.5375390648841858,3.065532684326172,384.30078125,2222.43408203125,0.5804708003997803,2.92523193359375
Jamaica,,20.72610238815731,68.9310798313524,5.941050122728403,11.061073249561757,139.75184631347656,34.61359405517578,0.2647895216941833,0.0538201406598091,421.2922973632813,333.92919921875,0.5038136839866638,0.3517581224441528
Gibraltar,,6.612683698043769,33.06033666190613,5.176786516270044,20.28069550006332,427.5302734375,477.7198181152344,0.7435835003852844,0.74892258644104,959.0126953125,1047.4202880859375,0.859637975692749,0.8673722743988037
Latvia,,68.93557616094233,117.37854750108214,18.01788819677366,11.75017032276135,160.9704132080078,167.54611206054688,0.2533283829689026,0.2044658958911895,535.6842041015625,257.8843688964844,0.4975167214870453,0.2071921825408935
Liechtenstein,,5.481323501080438,113.69194774993974,4.808022237845817,29.94332067176727,432.05419921875,313.2965087890625,0.7667034268379211,0.5017397403717041,761.455078125,673.7738647460938,0.8471983075141907,0.6840794086456299
Israel,,124.85681529667237,533.9718528564528,5.29341358461402,3.254541149418856,1567.997314453125,2342.400146484375,0.2099399119615554,0.1264272183179855,1426.211669921875,2299.839111328125,0.2292451113462448,0.1244166642427444
Isle of Man,,10.081732661120306,14.27664539047892,3.5655036057811604,4.2238595829819285,364.1432495117188,403.1137390136719,0.5531875491142273,0.5439294576644897,782.368896484375,859.57177734375,0.7206718921661377,0.7177622318267822
