,country,domain,first_day_above_hundred,alpha,days,r_s,r_dth,p_dth,r_dthdecay,k1,k2,jump,t_jump,std_normal,k3
94,Haiti,,2020-05-07,0.20475086262061815,-24.82690842289709,13.04416026590147,0.02,0.25,3.3872809204329926,3.9986498197559284,3.5475093866529144,4.477839819385016,1.2630404818041354,19.56544686770226,0.23501290255229804
95,Kazakhstan,,2020-03-27,0.10971405000910729,-26.792122295585653,4.231587123181148,0.10368135238148894,0.04769681069148482,5.0,4.902849536819064,1.822179691850447,4.943458238441056,13.929966798921257,22.652035344365032,0.43795556141251757
96,Kyrgyzstan,,2021-06-27,1.4999257651655862,-42.30473256313434,1.0001302199494901,0.02,0.04165814399912497,2.4056358009556496,2.345299962346862,0.001,0.0070121728482141635,209.11175645087985,95.83458196824606,0.8916651340807307
97,Burkina Faso,,2020-03-24,0.4312986059982075,14.433113217003099,15.0,0.2617665317755986,0.06672797710273996,-0.2,0.001,0.9041486212354195,5.0,39.55188418069919,2.4486637350182185,0.4131302889790842
98,Kiribati,,2022-01-26,0.9809506529163644,7.886190423838786,15.0,0.1663782993388879,0.01,1.231237898441609,5.0,2.4006208990279445,2.3468035808766623,48.18186960413663,5.632902113085602,0.2
99,Malawi,,2020-05-26,1.4823427547107284,-102.31305677592489,1.0014027405513783,0.02,0.056780537163547765,-0.2,2.4332282397290483,0.7671785573330798,0.30258956395710096,23.06607699986543,56.28825719594548,0.2983003274258974
100,Hungary,,2020-03-21,0.3529290661481583,16.501003117262833,15.0,0.22269615914826488,0.11779483278765276,-0.2,5.0,0.6623776677316716,0.793494289858496,84.64657007179873,93.83425121075678,0.30598811245880175
101,Mali,,2020-04-12,1.3255453687712921,-42.35162248124191,1.0,0.028489443945786317,0.12102813914956927,-0.19762127597926424,2.983197304322689,1.124928874444241,5.0,234.9847105674486,73.5237345332998,0.5301074787897851
102,Lesotho,,2020-07-09,0.4991057991416633,-2.635845644675546,2.4673366122803966,0.0795390222631448,0.06334359839033298,0.6218844015971009,2.34099514251698,3.9308049119594415,0.4621643450980392,40.573834613935404,83.48166146783967,0.2
103,El Salvador,,2020-04-10,0.33564365588159645,33.613067041336784,4.2520851185559145,0.5,0.01681647620903673,-0.1539357292471292,2.5994983056046754,0.25900969495855425,0.26598757116051697,29.309088287579918,54.27314593783078,0.23174928142151696
104,Montserrat,,2022-01-09,0.1,-200.0,15.0,0.02,0.03288050440195909,-0.2,2.7429057756847066,0.001,2.717133715748787,288.1802722103894,26.247953615113097,0.2
105,Ireland,,2020-03-16,0.42515704774193996,24.724567727621707,6.916113396392807,0.5,0.0760566974792903,0.17053581533236709,5.0,4.987783944276862,0.4252069541702255,72.2575307070813,40.57247131225083,0.3817390033031696
106,Liberia,,2020-04-20,1.2341425148803695,-34.942769816321224,1.2104193104133516,0.034162543903787056,0.13382924317347783,5.0,0.3649032286300458,0.001,4.956155429324084,60.661184730185724,10.995775629374684,2.0
107,Marshall Islands,,2022-08-10,1.5,3.1766229586289514,15.0,0.5,0.01,5.0,5.0,5.0,4.7639878676009175,51.87058104062453,1.4437497727919948,0.9733674375784944
108,Greece,,2020-03-15,0.5933391556303436,9.244356878944991,15.0,0.2793166059776968,0.0546196019743517,-0.2,0.8760884225082011,0.9300052447850657,5.0,186.704465003138,66.71210462874905,0.20019064277968737
109,Iceland,,2020-03-15,0.4662516773809187,11.302759925194115,15.0,0.09152241471523384,0.01,0.8104926666671239,4.875197300810719,1.718349705056344,0.16482255138038227,125.68214614645166,4.971345473172894,0.20000034374735465
110,Myanmar,,2020-04-19,0.9622988690608043,-98.14858206817308,11.062416089799514,0.13677057244352547,0.02469699069760723,4.918528285162186,0.9554806933340696,1.4673302893134992,4.742644710827404,146.69845765419535,54.7953139407155,0.2
111,Kenya,,2020-04-03,0.16429107842273288,-195.32522765913208,9.919084863231587,0.02,0.20897821370054653,-0.2,0.003765995212548603,1.3828947667956077,4.49339764482923,17.16613047467294,14.342564070768114,0.21156789869894935
112,Martinique,,2020-03-30,1.421032912658597,-199.9998637453749,15.0,0.12591440101260473,0.15753594118973016,-0.2,3.3418158344014692,0.001,5.0,42.04902634251717,2.088259540536317,0.2
113,Mauritania,,2020-05-20,0.39108670429000925,28.78436294765001,2.7872526109710765,0.5,0.25,4.464945837506849,5.0,5.0,5.0,2.3566064231676593,3.675274673856682,2.0
114,Libya,,2020-05-30,0.7106457678246075,3.644440395660246,3.911990727272534,0.02,0.14291525894029203,0.40779904022381286,4.989017521292148,0.0012313943227481232,2.9976496954697827,126.88059853597308,53.715387819694435,0.2
